417	1
Myrmica.gallienii	N
Myrmica.incompleta	N
Myrmica.lobicornis	N
Myrmica.punctiventris	N
Myrmica.rubra	N
Myrmica.ruginodis	N
Myrmica.rugulosa	N
Myrmica.sabuleti	N
Myrmica.scabrinodis	N
Myrmica.schencki	N
Myrmica.specioides	N
Myrmicaria.brunnea	N
Myrmicaria.natalensis.eumenoides	N
Myrmicocrypta.ednaella	N
Myrmoteras.barbouri	N
Myrmoteras.iriodum	N
Myrmoteras.jaitrongi	N
Myrmoteras.toro	N
Neivamyrmex.nigrescens	N
Neivamyrmex.opacithorax	N
Neivamyrmex.texanus	N
Neoponera.apicalis	N
Neoponera.commutata	N
Neoponera.obscuricornis	N
Neoponera.verenae	N
Neoponera.villosa	N
Nesomyrmex.echinatinodis	N
Nesomyrmex.spininodis	N
Nomamyrmex.esenbeckii	N
Nothomyrmecia.macrops	N
Novomessor.cockerelli	N
Nylanderia.fulva	N
Ochetellus.glaber	N
Ocymyrmex.foreli	N
Odontomachus.affinis	N
Odontomachus.bauri	N
Odontomachus.brunneus	N
Odontomachus.chelifer	N
Odontomachus.clarus	N
Odontomachus.haematodus	N
Odontomachus.hastatus	N
Odontomachus.laticeps	N
Odontomachus.opaciventris	N
Odontomachus.troglodytes	N
Oecophylla.longinoda	N
Oecophylla.smaragdina	N
Onychomyrmex.hedleyi	N
Ooceraea.biroi	C
Ophthalmopone.berthoudi	N
Orectognathus.versicolor	N
Pachycondyla.harpax	N
Pachycondyla.striata	N
Paraponera.clavata	N
Paratrechina.longicornis	N
Pheidole.bicornis	N
Pheidole.dentata	N
Pheidole.fallax	N
Pheidole.megacephala	N
Pheidole.morrisii	N
Pheidole.pallidula	N
Pheidole.spadonia	N
Pheidole.specularis	N
Plagiolepis.pygmaea	N
Platythyrea.lamellosa	N
Platythyrea.modesta	N
Platythyrea.parallela	N
Platythyrea.punctata	C
Platythyrea.quadridenta	N
Platythyrea.schultzei	N
Platythyrea.tricuspidata	N
Pogonomyrmex.badius	N
Pogonomyrmex.barbatus	N
Pogonomyrmex.californicus	N
Pogonomyrmex.imberbiculus	N
Pogonomyrmex.maricopa	N
Pogonomyrmex.montanus	N
Pogonomyrmex.occidentalis	N
Pogonomyrmex.rugosus	N
