"","NodeID","Gam","Sting","Troph","Liq","Small","Medium","Large","sp1","sp2"
"1",0,0.777,0.9894,0.034,0.1124,0.3896,0.2924,0.318,"Acromyrmex.coronatus","Protanilla.lini"
"2",1,0.759,0.9924,0.042,0.1142,0.407,0.296,0.297,"Acromyrmex.coronatus","Proceratium.pergandei"
"3",2,0.701,0.9906,0.099,0.233,0.2714,0.3522,0.3764,"Acromyrmex.coronatus","Ooceraea.biroi"
"4",3,0.693,0.9896,0.177,0.4804,0.2592,0.3516,0.3892,"Acromyrmex.coronatus","Nothomyrmecia.macrops"
"5",4,0.688,0.9864,0.177,0.5006,0.2338,0.3626,0.4036,"Acromyrmex.coronatus","Brachymyrmex.patagonicus"
"6",5,0.687,0.9896,0.162,0.4992,0.2294,0.3688,0.4018,"Acromyrmex.coronatus","Gnamptogenys.striatula"
"7",6,0.267,0.9896,0.166,0.4616,0.223,0.3734,0.4036,"Acromyrmex.coronatus","Manica.rubida"
"8",7,0.213,0.9896,0.165,0.4118,0.2164,0.374,0.4096,"Acromyrmex.coronatus","Pogonomyrmex.californicus"
"9",8,0.135,0.9862,0.191,0.4164,0.2162,0.365,0.4188,"Acromyrmex.coronatus","Stenamma.impar"
"10",9,0.116,0.9876,0.681,0.4626,0.2222,0.3682,0.4096,"Acromyrmex.coronatus","Monomorium.floricola"
"11",10,0.113,0.9876,0.694,0.464,0.2308,0.3748,0.3944,"Acromyrmex.coronatus","Proatta.butteli"
"12",11,0.081,0.9862,0.702,0.4174,0.2364,0.4284,0.3352,"Acromyrmex.coronatus","Wasmannia.auropunctata"
"13",12,0.079,0.982,0.702,0.3432,0.2376,0.4288,0.3336,"Acromyrmex.coronatus","Basiceros.manni"
"14",13,0.073,0.9806,0.708,0.1732,0.2368,0.4318,0.3314,"Acromyrmex.coronatus","Orectognathus.versicolor"
"15",14,0.065,0.7162,0.712,0.1196,0.2306,0.4418,0.3276,"Acromyrmex.coronatus","Myrmicocrypta.ednaella"
"16",15,0.034,0.0472,0.771,0.037,0.086,0.4576,0.4564,"Acromyrmex.coronatus","Cyphomyrmex.rimosus"
"17",16,0.015,0.0078,0.78,0.0172,0.0302,0.3304,0.6394,"Acromyrmex.coronatus","Acromyrmex.subterraneus"
"18",17,0.011,0.0034,0.777,0.0086,0.0106,0.2064,0.783,"Acromyrmex.coronatus","Acromyrmex.balzani"
"19",18,0.008,0.0014,0.773,0.0064,0.0072,0.1168,0.876,"Acromyrmex.coronatus","Acromyrmex.crassispinus"
"20",19,0.008,6e-04,0.838,0.0064,0.0046,0.088,0.9074,"Acromyrmex.coronatus","Atta.laevigata"
"21",20,0.006,6e-04,0.853,0.0054,0.0024,0.0674,0.9302,"Acromyrmex.coronatus","Atta.texana"
"22",21,0.006,6e-04,0.853,0.0044,0.002,0.0648,0.9332,"Acromyrmex.coronatus","Atta.sexdens"
"23",22,0.006,6e-04,0.855,0.0044,0.002,0.064,0.934,"Acromyrmex.coronatus","Acromyrmex.octospinosus"
"24",23,0,0,0.879,0,0,0,1,"Acromyrmex.coronatus",NA
"25",24,0,0,1,0,0,0,1,"Acromyrmex.octospinosus",NA
"26",25,0.001,6e-04,0.789,2e-04,6e-04,0.1674,0.832,"Acromyrmex.landolti","Atta.sexdens"
"27",26,0,0,1,0,0,1,0,"Acromyrmex.landolti",NA
"28",27,0,0,0,0,0,0,1,"Atta.sexdens",NA
"29",28,0.006,6e-04,0.88,0.005,0.002,0.0564,0.9416,"Acromyrmex.fracticornis","Atta.texana"
"30",29,0,0,0.888,0,0,0,1,"Acromyrmex.fracticornis",NA
"31",30,0,0,1,0,0,0,1,"Atta.texana",NA
"32",31,0,0,1,0,0,0,1,"Atta.laevigata",NA
"33",32,0,0,0,0,0,0,1,"Acromyrmex.crassispinus",NA
"34",33,0.01,0.0028,0.777,0.0066,0.01,0.2066,0.7834,"Atta.cephalotes","Acromyrmex.balzani"
"35",34,0.008,6e-04,0.76,0.0064,0.0044,0.1036,0.892,"Atta.cephalotes","Atta.vollenweideri"
"36",35,0.008,6e-04,0.75,0.0062,0.0044,0.1008,0.8948,"Atta.cephalotes","Atta.colombica"
"37",36,0,0,0,0,0,0,1,"Atta.cephalotes",NA
"38",37,0,0,0.811,0,0,0,1,"Atta.colombica",NA
"39",38,0.002,6e-04,0.834,0.0014,0,0.0258,0.9742,"Atta.mexicana","Atta.vollenweideri"
"40",39,0,0,0.838,0,0,0,1,"Atta.mexicana",NA
"41",40,0,0,0.846,0,0,0,1,"Atta.vollenweideri",NA
"42",41,0,0,1,0,0,1,0,"Acromyrmex.balzani",NA
"43",42,0,0,1,0,0,1,0,"Acromyrmex.subterraneus",NA
"44",43,0,0,1,0,0,1,0,"Cyphomyrmex.rimosus",NA
"45",44,0.059,0.702,0.712,0.0948,0.2484,0.4838,0.2678,"Apterostigma.collare","Myrmicocrypta.ednaella"
"46",45,0.031,0.0698,0.825,0.059,0.3714,0.527,0.1016,"Apterostigma.collare","Apterostigma.dentigerum"
"47",46,0,0,0.984,0,1,0,0,"Apterostigma.collare",NA
"48",47,0,0,0.83,0,0,1,0,"Apterostigma.dentigerum",NA
"49",48,0,1,0.516,0,0,1,0,"Myrmicocrypta.ednaella",NA
"50",49,0.069,0.9854,0.711,0.1718,0.2388,0.437,0.3242,"Acanthognathus.ocellatus","Orectognathus.versicolor"
"51",50,0.026,0.9948,0.633,0.0426,0.8434,0.1362,0.0204,"Acanthognathus.ocellatus","Acanthognathus.rudis"
"52",51,0,1,0.645,0,1,0,0,"Acanthognathus.ocellatus",NA
"53",52,0,1,0.599,0,1,0,0,"Acanthognathus.rudis",NA
"54",53,0.066,0.9854,0.723,0.1802,0.2302,0.4382,0.3316,"Daceton.armigerum","Orectognathus.versicolor"
"55",54,0,1,1,1,0,0,1,"Daceton.armigerum",NA
"56",55,0,1,1,0,0,1,0,"Orectognathus.versicolor",NA
"57",56,0.073,0.9776,0.688,0.3442,0.2432,0.4404,0.3164,"Pheidole.bicornis","Basiceros.manni"
"58",57,0.069,0.1942,0.756,0.6494,0.2134,0.4578,0.3288,"Pheidole.bicornis","Cephalotes.atratus"
"59",58,0.058,0.0496,0.854,0.825,0.1816,0.4844,0.334,"Pheidole.bicornis","Pheidole.megacephala"
"60",59,0.035,0.01,0.954,0.9042,0.092,0.7682,0.1398,"Pheidole.bicornis","Pheidole.pallidula"
"61",60,0.03,0.0074,0.963,0.9078,0.0722,0.8096,0.1182,"Pheidole.bicornis","Pheidole.dentata"
"62",61,0.011,0.0046,0.976,0.9036,0.047,0.8952,0.0578,"Pheidole.bicornis","Pheidole.morrisii"
"63",62,0.006,0.0016,0.989,0.8696,0.0252,0.9482,0.0266,"Pheidole.bicornis","Pheidole.spadonia"
"64",63,0,0,1,0,0,1,0,"Pheidole.bicornis",NA
"65",64,0,0,1,1,0,1,0,"Pheidole.spadonia",NA
"66",65,0,0,1,1,0,1,0,"Pheidole.morrisii",NA
"67",66,0,0,1,1,0,1,0,"Pheidole.dentata",NA
"68",67,0,0,1,1,0,1,0,"Pheidole.pallidula",NA
"69",68,0.045,0.0216,0.91,0.8968,0.155,0.4042,0.4408,"Pheidole.fallax","Pheidole.megacephala"
"70",69,0.043,0.019,0.915,0.9076,0.1678,0.4068,0.4254,"Pheidole.fallax","Pheidole.specularis"
"71",70,0,0,1,1,0,0,1,"Pheidole.fallax",NA
"72",71,0,0,1,1,1,0,0,"Pheidole.specularis",NA
"73",72,0,0,1,1,0,0,1,"Pheidole.megacephala",NA
"74",73,0.032,0.0238,0.932,0.9232,0.0662,0.6014,0.3324,"Cephalotes.goniodontus","Cephalotes.atratus"
"75",74,0.026,0.0072,0.962,0.9612,0.0536,0.7792,0.1672,"Cephalotes.goniodontus","Cephalotes.varians"
"76",75,0.025,0.0052,0.971,0.967,0.0496,0.8178,0.1326,"Cephalotes.goniodontus","Cephalotes.texanus"
"77",76,0,0,1,1,0,1,0,"Cephalotes.goniodontus",NA
"78",77,0,0,1,1,0,1,0,"Cephalotes.texanus",NA
"79",78,0.021,0.0044,0.97,0.9706,0.0512,0.8348,0.114,"Cephalotes.pusillus","Cephalotes.varians"
"80",79,0,0,1,1,0,1,0,"Cephalotes.pusillus",NA
"81",80,0,0,1,1,0,1,0,"Cephalotes.varians",NA
"82",81,0,0,1,1,0,0,1,"Cephalotes.atratus",NA
"83",82,0.064,0.9884,0.121,0.188,0.3594,0.4286,0.212,"Strumigenys.rogeri","Basiceros.manni"
"84",83,0.045,0.996,0.088,0.1596,0.6122,0.3178,0.07,"Strumigenys.rogeri","Strumigenys.louisianae"
"85",84,0.036,0.9976,0.021,0.184,0.6088,0.3484,0.0428,"Strumigenys.rogeri","Strumigenys.membranifera"
"86",85,0.032,0.9976,0.017,0.192,0.6092,0.352,0.0388,"Strumigenys.rogeri","Strumigenys.serrula"
"87",86,0.024,0.998,0.015,0.318,0.5462,0.4144,0.0394,"Strumigenys.rogeri","Strumigenys.emarginata"
"88",87,0.024,0.9984,0.015,0.3198,0.545,0.4184,0.0366,"Strumigenys.rogeri","Strumigenys.solifontis"
"89",88,0,1,0.012,0,1,0,0,"Strumigenys.rogeri",NA
"90",89,0,1,0.021,1,0,1,0,"Strumigenys.solifontis",NA
"91",90,0,1,0.02,1,0,1,0,"Strumigenys.emarginata",NA
"92",91,0,1,0.021,0,1,0,0,"Strumigenys.serrula",NA
"93",92,0.022,0.998,0.016,0.2066,0.599,0.3706,0.0304,"Strumigenys.hexamera","Strumigenys.membranifera"
"94",93,0,1,0.01,0,1,0,0,"Strumigenys.hexamera",NA
"95",94,0,1,0,1,0,1,0,"Strumigenys.membranifera",NA
"96",95,0.045,0.9966,0.089,0.153,0.6432,0.2956,0.0612,"Strumigenys.lewisi","Strumigenys.louisianae"
"97",96,0.044,0.997,0.089,0.153,0.6538,0.288,0.0582,"Strumigenys.lewisi","Strumigenys.lujae"
"98",97,0.04,0.997,0.097,0.1736,0.6478,0.2978,0.0544,"Strumigenys.lewisi","Strumigenys.rostrata"
"99",98,0,1,1,1,1,0,0,"Strumigenys.lewisi",NA
"100",99,0,1,0,0,0,1,0,"Strumigenys.rostrata",NA
"101",100,0,1,0,0,1,0,0,"Strumigenys.lujae",NA
"102",101,0,1,1,0,1,0,0,"Strumigenys.louisianae",NA
"103",102,0.053,0.9916,0.063,0.0992,0.3796,0.4614,0.159,"Eurhopalothrix.biroi","Basiceros.manni"
"104",103,0.04,0.9932,0.051,0.0682,0.241,0.6094,0.1496,"Eurhopalothrix.biroi","Eurhopalothrix.heliscata"
"105",104,0,1,0,0,0,1,0,"Eurhopalothrix.biroi",NA
"106",105,0,1,0,0,0,1,0,"Eurhopalothrix.heliscata",NA
"107",106,0,1,0,0,1,0,0,"Basiceros.manni",NA
"108",107,0.057,0.9898,0.792,0.7212,0.1966,0.55,0.2534,"Blepharidatta.conops","Wasmannia.auropunctata"
"109",108,0,1,0.875,1,0,1,0,"Blepharidatta.conops",NA
"110",109,0,1,1,1,0,1,0,"Wasmannia.auropunctata",NA
"111",110,0.108,0.9892,0.861,0.551,0.2538,0.3812,0.365,"Cardiocondyla.emeryi","Proatta.butteli"
"112",111,0.107,0.9892,0.864,0.5678,0.255,0.3886,0.3564,"Cardiocondyla.emeryi","Pristomyrmex.punctatus"
"113",112,0.107,0.9892,0.864,0.5724,0.2574,0.406,0.3366,"Cardiocondyla.emeryi","Metapone.madagascarica"
"114",113,0.103,0.9892,0.889,0.5954,0.2578,0.415,0.3272,"Cardiocondyla.emeryi","Cataulacus.muticus"
"115",114,0.096,0.9892,0.914,0.7908,0.2674,0.4206,0.312,"Cardiocondyla.emeryi","Xenomyrmex.floridanus"
"116",115,0.083,0.9868,0.921,0.8276,0.264,0.4352,0.3008,"Cardiocondyla.emeryi","Crematogaster.cerasi"
"117",116,0.078,0.988,0.93,0.8498,0.2838,0.432,0.2842,"Cardiocondyla.emeryi","Meranoplus.mucronatus"
"118",117,0.075,0.9882,0.938,0.8624,0.3456,0.4382,0.2162,"Cardiocondyla.emeryi","Nesomyrmex.spininodis"
"119",118,0.069,0.984,0.946,0.8692,0.3542,0.4576,0.1882,"Cardiocondyla.emeryi","Ocymyrmex.foreli"
"120",119,0.037,0.9944,0.97,0.8832,0.4492,0.4804,0.0704,"Cardiocondyla.emeryi","Cardiocondyla.koshewnikovi"
"121",120,0.029,0.995,0.974,0.8808,0.4142,0.5226,0.0632,"Cardiocondyla.emeryi","Cardiocondyla.obscurior"
"122",121,0.02,0.9978,0.981,0.8194,0.4488,0.5268,0.0244,"Cardiocondyla.emeryi","Cardiocondyla.nuda"
"123",122,0,1,1,1,1,0,0,"Cardiocondyla.emeryi",NA
"124",123,0,1,1,0,0,1,0,"Cardiocondyla.nuda",NA
"125",124,0.003,0.9996,0.998,0.992,0.0174,0.9726,0.01,"Cardiocondyla.mauritanica","Cardiocondyla.obscurior"
"126",125,0,1,1,1,0,1,0,"Cardiocondyla.mauritanica",NA
"127",126,0,1,1,1,0,1,0,"Cardiocondyla.obscurior",NA
"128",127,0,1,1,1,1,0,0,"Cardiocondyla.koshewnikovi",NA
"129",128,0,0,1,1,0,1,0,"Ocymyrmex.foreli",NA
"130",129,0.055,0.9908,0.945,0.887,0.633,0.2688,0.0982,"Nesomyrmex.echinatinodis","Nesomyrmex.spininodis"
"131",130,0,1,1,1,1,0,0,"Nesomyrmex.echinatinodis",NA
"132",131,0,1,1,1,1,0,0,"Nesomyrmex.spininodis",NA
"133",132,0,1,1,1,0,0,1,"Meranoplus.mucronatus",NA
"134",133,0.062,0.037,0.943,0.8482,0.1518,0.5756,0.2726,"Crematogaster.rogenhoferi","Crematogaster.cerasi"
"135",134,0.061,0.0268,0.944,0.8496,0.1414,0.587,0.2716,"Crematogaster.rogenhoferi","Crematogaster.scutellaris"
"136",135,0.047,0.0158,0.955,0.9042,0.0936,0.6046,0.3018,"Crematogaster.rogenhoferi","Crematogaster.ashmeadi"
"137",136,0.039,0.0132,0.963,0.9292,0.0782,0.7424,0.1794,"Crematogaster.rogenhoferi","Crematogaster.sordidula"
"138",137,0,0,1,1,0,1,0,"Crematogaster.rogenhoferi",NA
"139",138,0,0,1,1,0,1,0,"Crematogaster.sordidula",NA
"140",139,0,0,1,1,0,0,1,"Crematogaster.ashmeadi",NA
"141",140,0.042,0.0184,0.953,0.788,0.1312,0.6584,0.2104,"Crematogaster.minutissima","Crematogaster.scutellaris"
"142",141,0,0,1,0,0,1,0,"Crematogaster.minutissima",NA
"143",142,0,0,1,1,0,1,0,"Crematogaster.scutellaris",NA
"144",143,0.03,0.0182,0.96,0.9236,0.1088,0.727,0.1642,"Crematogaster.auberti","Crematogaster.cerasi"
"145",144,0,0,1,1,0,1,0,"Crematogaster.auberti",NA
"146",145,0,0,1,1,0,1,0,"Crematogaster.cerasi",NA
"147",146,0.08,0.9916,0.922,0.8258,0.3512,0.3832,0.2656,"Acanthomyrmex.ferox","Xenomyrmex.floridanus"
"148",147,0.039,0.9958,0.956,0.9338,0.8276,0.1544,0.018,"Acanthomyrmex.ferox","Acanthomyrmex.notabilis"
"149",148,0,1,1,1,1,0,0,"Acanthomyrmex.ferox",NA
"150",149,0,1,1,1,1,0,0,"Acanthomyrmex.notabilis",NA
"151",150,0.078,0.992,0.929,0.842,0.3598,0.3732,0.267,"Atopomyrmex.mocquerysi","Xenomyrmex.floridanus"
"152",151,0,1,1,1,0,0,1,"Atopomyrmex.mocquerysi",NA
"153",152,0,1,1,1,1,0,0,"Xenomyrmex.floridanus",NA
"154",153,0.099,0.9878,0.895,0.583,0.2432,0.4322,0.3246,"Carebara.diversa","Cataulacus.muticus"
"155",154,0.065,0.9932,0.934,0.375,0.1174,0.5418,0.3408,"Carebara.diversa","Carebara.perpusilla"
"156",155,0.059,0.9936,0.937,0.3754,0.1086,0.5378,0.3536,"Carebara.diversa","Carebara.overbecki"
"157",156,0,1,1,1,0,0,1,"Carebara.diversa",NA
"158",157,0,1,1,0,0,1,0,"Carebara.overbecki",NA
"159",158,0,1,1,0,0,1,0,"Carebara.perpusilla",NA
"160",159,0,0,1,1,0,1,0,"Cataulacus.muticus",NA
"161",160,1,1,0,0,1,0,0,"Metapone.madagascarica",NA
"162",161,0,1,1,1,0,0,1,"Pristomyrmex.punctatus",NA
"163",162,0.099,0.9892,0.882,0.551,0.2556,0.3824,0.362,"Temnothorax.andrei","Proatta.butteli"
"164",163,0.09,0.9888,0.89,0.5732,0.264,0.3886,0.3474,"Temnothorax.andrei","Myrmecina.graminicola"
"165",164,0.048,0.9962,0.944,0.877,0.3504,0.5074,0.1422,"Temnothorax.andrei","Formicoxenus.provancheri"
"166",165,0.017,0.9992,0.978,0.9616,0.3812,0.559,0.0598,"Temnothorax.andrei","Temnothorax.nylanderi"
"167",166,0.017,0.9992,0.979,0.9614,0.384,0.5578,0.0582,"Temnothorax.andrei","Temnothorax.albipennis"
"168",167,0.014,0.9992,0.98,0.9624,0.4212,0.532,0.0468,"Temnothorax.andrei","Temnothorax.curvispinosus"
"169",168,0.011,0.9994,0.983,0.9618,0.4058,0.5606,0.0336,"Temnothorax.andrei","Temnothorax.unifasciatus"
"170",169,0.01,0.9994,0.984,0.956,0.3892,0.5788,0.032,"Temnothorax.andrei","Temnothorax.interruptus"
"171",170,0.008,0.9994,0.982,0.9046,0.4062,0.568,0.0258,"Temnothorax.andrei","Temnothorax.nigriceps"
"172",171,0,1,0.962,0,1,0,0,"Temnothorax.andrei",NA
"173",172,0,1,1,1,0,1,0,"Temnothorax.nigriceps",NA
"174",173,0,1,1,1,0,1,0,"Temnothorax.interruptus",NA
"175",174,0.008,0.9994,0.985,0.972,0.4366,0.5374,0.026,"Temnothorax.longispinosus","Temnothorax.unifasciatus"
"176",175,0,1,1,1,1,0,0,"Temnothorax.longispinosus",NA
"177",176,0,1,1,1,0,1,0,"Temnothorax.unifasciatus",NA
"178",177,0.006,0.9992,0.989,0.9784,0.7814,0.2094,0.0092,"Temnothorax.parvulus","Temnothorax.curvispinosus"
"179",178,0.006,0.9994,0.99,0.9814,0.7924,0.201,0.0066,"Temnothorax.parvulus","Temnothorax.ambiguus"
"180",179,0.005,0.9994,0.99,0.9814,0.7874,0.2064,0.0062,"Temnothorax.parvulus","Temnothorax.tuberum"
"181",180,0,1,1,1,1,0,0,"Temnothorax.parvulus",NA
"182",181,0,1,1,1,0,1,0,"Temnothorax.tuberum",NA
"183",182,0,1,1,1,1,0,0,"Temnothorax.ambiguus",NA
"184",183,0,1,1,1,1,0,0,"Temnothorax.curvispinosus",NA
"185",184,0,1,1,1,0,1,0,"Temnothorax.albipennis",NA
"186",185,0.015,0.9992,0.98,0.9654,0.3782,0.5632,0.0586,"Temnothorax.crassispinus","Temnothorax.nylanderi"
"187",186,0.009,0.9992,0.985,0.9806,0.4378,0.5314,0.0308,"Temnothorax.crassispinus","Temnothorax.rugatulus"
"188",187,0,1,1,1,1,0,0,"Temnothorax.crassispinus",NA
"189",188,0,1,1,1,0,1,0,"Temnothorax.rugatulus",NA
"190",189,0,1,1,1,0,1,0,"Temnothorax.nylanderi",NA
"191",190,0.03,0.9972,0.967,0.9284,0.3882,0.5452,0.0666,"Leptothorax.acervorum","Formicoxenus.provancheri"
"192",191,0.005,0.9994,0.99,0.986,0.0442,0.9324,0.0234,"Leptothorax.acervorum","Leptothorax.muscorum"
"193",192,0,1,1,1,0,1,0,"Leptothorax.acervorum",NA
"194",193,0,1,1,1,0,1,0,"Leptothorax.muscorum",NA
"195",194,0,1,1,1,1,0,0,"Formicoxenus.provancheri",NA
"196",195,0.086,0.9868,0.892,0.5686,0.2684,0.386,0.3456,"Tetramorium.alpestre","Myrmecina.graminicola"
"197",196,0.037,0.9976,0.961,0.9514,0.014,0.1892,0.7968,"Tetramorium.alpestre","Tetramorium.semilaeve"
"198",197,0.027,0.998,0.97,0.9654,0.009,0.1512,0.8398,"Tetramorium.alpestre","Tetramorium.impurum"
"199",198,0.014,0.998,0.983,0.9848,0.0028,0.0734,0.9238,"Tetramorium.alpestre","Tetramorium.tsushimae"
"200",199,0,1,1,1,0,0,1,"Tetramorium.alpestre",NA
"201",200,0,1,1,1,0,0,1,"Tetramorium.tsushimae",NA
"202",201,0,1,1,1,0,0,1,"Tetramorium.impurum",NA
"203",202,0.035,0.9976,0.963,0.9538,0.0124,0.1832,0.8044,"Tetramorium.bicarinatum","Tetramorium.semilaeve"
"204",203,0.03,0.998,0.966,0.9636,0.014,0.2338,0.7522,"Tetramorium.bicarinatum","Tetramorium.simillimum"
"205",204,0,1,1,1,0,0,1,"Tetramorium.bicarinatum",NA
"206",205,0,1,1,1,0,1,0,"Tetramorium.simillimum",NA
"207",206,0.035,0.9976,0.964,0.9552,0.012,0.1806,0.8074,"Tetramorium.caespitum","Tetramorium.semilaeve"
"208",207,0,1,1,1,0,0,1,"Tetramorium.caespitum",NA
"209",208,0,1,1,1,0,0,1,"Tetramorium.semilaeve",NA
"210",209,0.028,0.0196,0.961,0.0562,0.8562,0.1328,0.011,"Myrmecina.americana","Myrmecina.graminicola"
"211",210,0.027,0.0182,0.963,0.049,0.8708,0.118,0.0112,"Myrmecina.americana","Myrmecina.nipponica"
"212",211,0,0,0.984,0,1,0,0,"Myrmecina.americana",NA
"213",212,0,0,1,0,1,0,0,"Myrmecina.nipponica",NA
"214",213,0,0,0.994,0,1,0,0,"Myrmecina.graminicola",NA
"215",214,0,1,1,0,0,0,1,"Proatta.butteli",NA
"216",215,0.059,0.9988,0.936,0.6236,0.0508,0.3704,0.5788,"Solenopsis.geminata","Monomorium.floricola"
"217",216,0.058,0.9988,0.938,0.6262,0.0494,0.3626,0.588,"Solenopsis.geminata","Monomorium.rothsteini"
"218",217,0.054,0.9988,0.949,0.6416,0.042,0.3164,0.6416,"Solenopsis.geminata","Solenopsis.picta"
"219",218,0.05,0.9988,0.956,0.7614,0.0306,0.2702,0.6992,"Solenopsis.geminata","Solenopsis.fugax"
"220",219,0.04,0.9988,0.962,0.861,0.0212,0.2116,0.7672,"Solenopsis.geminata","Solenopsis.invicta"
"221",220,0,1,1,1,0,0,1,"Solenopsis.geminata",NA
"222",221,0,1,1,1,0,0,1,"Solenopsis.invicta",NA
"223",222,0,1,1,1,0,0,1,"Solenopsis.fugax",NA
"224",223,0,1,0.978,0,0,1,0,"Solenopsis.picta",NA
"225",224,0.005,1,0.995,0.5638,0.0056,0.4404,0.554,"Monomorium.pharaonis","Monomorium.rothsteini"
"226",225,0,1,1,1,0,1,0,"Monomorium.pharaonis",NA
"227",226,0,1,1,0,0,0,1,"Monomorium.rothsteini",NA
"228",227,0.058,0.9988,0.939,0.6454,0.0514,0.3766,0.572,"Myrmicaria.brunnea","Monomorium.floricola"
"229",228,0.052,0.9988,0.941,0.6528,0.049,0.3762,0.5748,"Myrmicaria.brunnea","Monomorium.minimum"
"230",229,0.026,1,0.967,0.6062,0.0154,0.1398,0.8448,"Myrmicaria.brunnea","Myrmicaria.natalensis.eumenoides"
"231",230,0,1,1,1,0,0,1,"Myrmicaria.brunnea",NA
"232",231,0,1,1,0,0,0,1,"Myrmicaria.natalensis.eumenoides",NA
"233",232,0,1,1,1,0,1,0,"Monomorium.minimum",NA
"234",233,0,1,1,1,0,1,0,"Monomorium.floricola",NA
"235",234,0.089,0.1314,0.054,0.148,0.17,0.3708,0.4592,"Messor.arenarius","Stenamma.impar"
"236",235,0.056,0.0686,0.031,0.1172,0.1504,0.4222,0.4274,"Messor.arenarius","Messor.minor"
"237",236,0.042,0.0696,0.028,0.1194,0.1742,0.4406,0.3852,"Messor.arenarius","Stenamma.brevicorne"
"238",237,0.024,0.012,0.023,0.155,0.056,0.4798,0.4642,"Messor.arenarius","Aphaenogaster.gibbosa"
"239",238,0.023,0.007,0.024,0.1424,0.0442,0.4338,0.522,"Messor.arenarius","Messor.aegyptiacus"
"240",239,0.019,0.004,0.023,0.1608,0.0228,0.4496,0.5276,"Messor.arenarius","Novomessor.cockerelli"
"241",240,0,0,0.063,0,0,0,1,"Messor.arenarius",NA
"242",241,0,0,0.019,1,0,1,0,"Novomessor.cockerelli",NA
"243",242,0,0,0.183,0,0,0,1,"Messor.aegyptiacus",NA
"244",243,0,0,0,1,0,1,0,"Aphaenogaster.gibbosa",NA
"245",244,0,1,0.094,0,1,0,0,"Stenamma.brevicorne",NA
"246",245,0.048,0.036,0.033,0.1152,0.1338,0.4318,0.4344,"Messor.barbarus","Messor.minor"
"247",246,0.041,0.0336,0.029,0.1348,0.1438,0.5926,0.2636,"Messor.barbarus","Aphaenogaster.araneoides"
"248",247,0.023,0.0338,0.015,0.4016,0.1798,0.7196,0.1006,"Messor.barbarus","Aphaenogaster.subterranea"
"249",248,0.023,0.0352,0.015,0.4022,0.1832,0.7206,0.0962,"Messor.barbarus","Stenamma.debile"
"250",249,0,0,0,0,0,1,0,"Messor.barbarus",NA
"251",250,0,1,0.051,1,1,0,0,"Stenamma.debile",NA
"252",251,0,0,0,1,0,1,0,"Aphaenogaster.subterranea",NA
"253",252,0,0,0.174,0,0,1,0,"Aphaenogaster.araneoides",NA
"254",253,0.035,0.02,0.103,0.0646,0.045,0.2698,0.6852,"Messor.ebeninus","Messor.minor"
"255",254,0,0,0.278,0,0,0,1,"Messor.ebeninus",NA
"256",255,0,0,0.165,0,0,0,1,"Messor.minor",NA
"257",256,0.058,0.0982,0.048,0.1124,0.149,0.3296,0.5214,"Messor.capitatus","Stenamma.impar"
"258",257,0.054,0.0894,0.049,0.1176,0.1452,0.311,0.5438,"Messor.capitatus","Stenamma.diecki"
"259",258,0.039,0.0186,0.041,0.1132,0.07,0.3074,0.6226,"Messor.capitatus","Aphaenogaster.senilis"
"260",259,0.038,0.0138,0.041,0.088,0.0574,0.2716,0.671,"Messor.capitatus","Messor.bouvieri"
"261",260,0.028,0.0104,0.043,0.0576,0.0348,0.2238,0.7414,"Messor.capitatus","Messor.wasmanni"
"262",261,0,0,0,0,0,0,1,"Messor.capitatus",NA
"263",262,0,0,0.186,0,0,0,1,"Messor.wasmanni",NA
"264",263,0,0,0.229,0,0,0,1,"Messor.bouvieri",NA
"265",264,0,0,0,1,0,1,0,"Aphaenogaster.senilis",NA
"266",265,0.02,0.1252,0.777,0.2192,0.2114,0.4058,0.3828,"Aphaenogaster.longiceps","Stenamma.diecki"
"267",266,0,0,1,1,0,0,1,"Aphaenogaster.longiceps",NA
"268",267,0,1,0.783,0,1,0,0,"Stenamma.diecki",NA
"269",268,0.05,0.0998,0.045,0.1046,0.1566,0.352,0.4914,"Aphaenogaster.rudis","Stenamma.impar"
"270",269,0.016,0.012,0.025,0.0854,0.0202,0.2958,0.684,"Aphaenogaster.rudis","Messor.aciculatus"
"271",270,0.013,0.0052,0.017,0.1032,0.0126,0.3282,0.6592,"Aphaenogaster.rudis","Messor.structor"
"272",271,0,0,0.015,1,0,1,0,"Aphaenogaster.rudis",NA
"273",272,0,0,0,0,0,0,1,"Messor.structor",NA
"274",273,0,0,0.066,0,0,0,1,"Messor.aciculatus",NA
"275",274,0,1,0.102,0,1,0,0,"Stenamma.impar",NA
"276",275,0.118,0.992,0.144,0.085,0.1768,0.4498,0.3734,"Pogonomyrmex.badius","Pogonomyrmex.californicus"
"277",276,0.093,0.995,0.126,0.0508,0.1638,0.4672,0.369,"Pogonomyrmex.badius","Pogonomyrmex.texanus"
"278",277,0.087,0.995,0.123,0.0482,0.1592,0.463,0.3778,"Pogonomyrmex.badius","Pogonomyrmex.montanus"
"279",278,0.059,0.9962,0.118,0.0424,0.1248,0.498,0.3772,"Pogonomyrmex.badius","Pogonomyrmex.rugosus"
"280",279,0.028,0.9978,0.086,0.0234,0.0422,0.4988,0.459,"Pogonomyrmex.badius","Pogonomyrmex.maricopa"
"281",280,0,1,0,0,0,1,0,"Pogonomyrmex.badius",NA
