"","NodeID","Gam","Sting","Troph","Liq","Small","Medium","Large","sp1","sp2"
"282",281,0,1,0.217,0,0,0,1,"Pogonomyrmex.maricopa",NA
"283",282,0,1,0.268,0,0,1,0,"Pogonomyrmex.rugosus",NA
"284",283,0.075,0.995,0.128,0.0452,0.1328,0.4348,0.4324,"Pogonomyrmex.barbatus","Pogonomyrmex.montanus"
"285",284,0,1,1,0,0,0,1,"Pogonomyrmex.barbatus",NA
"286",285,0,1,0,0,0,1,0,"Pogonomyrmex.montanus",NA
"287",286,0.077,0.995,0.146,0.0472,0.1826,0.5246,0.2928,"Pogonomyrmex.imberbiculus","Pogonomyrmex.texanus"
"288",287,0.057,0.9962,0.166,0.0376,0.2282,0.5898,0.182,"Pogonomyrmex.imberbiculus","Pogonomyrmex.occidentalis"
"289",288,0.05,0.9966,0.164,0.0328,0.31,0.57,0.12,"Pogonomyrmex.imberbiculus","Pogonomyrmex.subnitidus"
"290",289,0,1,0.136,0,1,0,0,"Pogonomyrmex.imberbiculus",NA
"291",290,0,1,0.332,0,0,1,0,"Pogonomyrmex.subnitidus",NA
"292",291,0,1,0.604,0,0,1,0,"Pogonomyrmex.occidentalis",NA
"293",292,0,1,0.251,0,0,1,0,"Pogonomyrmex.texanus",NA
"294",293,0,1,0.435,0,0,1,0,"Pogonomyrmex.californicus",NA
"295",294,0.066,0.9946,0.235,0.8846,0.1716,0.6324,0.196,"Myrmica.curvithorax","Manica.rubida"
"296",295,0.022,0.9976,0.212,0.9606,0.126,0.7728,0.1012,"Myrmica.curvithorax","Myrmica.sabuleti"
"297",296,0.013,0.9986,0.089,0.9642,0.1362,0.8044,0.0594,"Myrmica.curvithorax","Myrmica.rugulosa"
"298",297,0.013,0.9986,0.089,0.9642,0.1366,0.804,0.0594,"Myrmica.curvithorax","Myrmica.specioides"
"299",298,0.012,0.9986,0.089,0.9642,0.138,0.803,0.059,"Myrmica.curvithorax","Myrmica.incompleta"
"300",299,0.011,0.998,0.048,0.9668,0.1202,0.8202,0.0596,"Myrmica.curvithorax","Myrmica.gallienii"
"301",300,0.003,1,0.006,0.989,0.031,0.9494,0.0196,"Myrmica.curvithorax","Myrmica.lobicornis"
"302",301,0,1,0,1,0,1,0,"Myrmica.curvithorax",NA
"303",302,0,1,0,1,0,1,0,"Myrmica.lobicornis",NA
"304",303,0,1,0,1,0,1,0,"Myrmica.gallienii",NA
"305",304,0,1,1,1,1,0,0,"Myrmica.incompleta",NA
"306",305,0.009,0.9986,0.106,0.98,0.062,0.9022,0.0358,"Myrmica.scabrinodis","Myrmica.specioides"
"307",306,0,1,1,1,0,1,0,"Myrmica.scabrinodis",NA
"308",307,0,1,0,1,0,1,0,"Myrmica.specioides",NA
"309",308,0.013,0.9986,0.04,0.922,0.196,0.7524,0.0516,"Myrmica.punctiventris","Myrmica.rugulosa"
"310",309,0,1,0,0,1,0,0,"Myrmica.punctiventris",NA
"311",310,0,1,0,1,0,1,0,"Myrmica.rugulosa",NA
"312",311,0.017,0.9982,0.28,0.964,0.1042,0.782,0.1138,"Myrmica.rubra","Myrmica.sabuleti"
"313",312,0.009,0.9994,0.28,0.984,0.0198,0.6826,0.2976,"Myrmica.rubra","Myrmica.schencki"
"314",313,0,1,1,1,0,0,1,"Myrmica.rubra",NA
"315",314,0,1,0,1,0,1,0,"Myrmica.schencki",NA
"316",315,0.009,0.9982,0.818,0.9734,0.0742,0.8476,0.0782,"Myrmica.ruginodis","Myrmica.sabuleti"
"317",316,0,1,1,1,0,1,0,"Myrmica.ruginodis",NA
"318",317,0,1,1,1,0,1,0,"Myrmica.sabuleti",NA
"319",318,0,1,1,1,0,1,0,"Manica.rubida",NA
"320",319,0.976,0.9986,0.026,0.8612,0.1248,0.6758,0.1994,"Ectatomma.brunneum","Gnamptogenys.striatula"
"321",320,0.971,0.9986,0.022,0.9012,0.1148,0.7028,0.1824,"Ectatomma.brunneum","Rhytidoponera.metallica"
"322",321,0.196,0.9988,0.024,0.9512,0.09,0.7808,0.1292,"Ectatomma.brunneum","Ectatomma.tuberculatum"
"323",322,0.088,0.9998,0.03,0.9664,0.0594,0.8594,0.0812,"Ectatomma.brunneum","Ectatomma.ruidum"
"324",323,0,1,0.426,1,0,1,0,"Ectatomma.brunneum",NA
"325",324,0,1,0,1,0,1,0,"Ectatomma.ruidum",NA
"326",325,0.142,0.9982,0.024,0.957,0.0826,0.7946,0.1228,"Ectatomma.edentatum","Ectatomma.tuberculatum"
"327",326,0,1,0.3,1,0,1,0,"Ectatomma.edentatum",NA
"328",327,0,1,0,1,0,1,0,"Ectatomma.tuberculatum",NA
"329",328,1,0.9994,0.013,0.9614,0.0696,0.824,0.1064,"Rhytidoponera.chalybaea","Rhytidoponera.metallica"
"330",329,1,0.9994,0.013,0.9614,0.07,0.8256,0.1044,"Rhytidoponera.chalybaea","Rhytidoponera.mayri"
"331",330,1,1,0.022,1,0,1,0,"Rhytidoponera.chalybaea",NA
"332",331,1,1,0,1,0,1,0,"Rhytidoponera.mayri",NA
"333",332,1,1,0.013,1,0,1,0,"Rhytidoponera.metallica",NA
"334",333,0.987,0.9986,0.024,0.8638,0.1226,0.6844,0.193,"Gnamptogenys.menadensis","Gnamptogenys.striatula"
"335",334,0.987,0.9986,0.024,0.8634,0.128,0.6884,0.1836,"Gnamptogenys.menadensis","Gnamptogenys.bicolor"
"336",335,0.977,0.9996,0.046,0.7374,0.073,0.8396,0.0874,"Gnamptogenys.menadensis","Typhlomyrmex.rogenhoferi"
"337",336,1,1,0.509,1,0,1,0,"Gnamptogenys.menadensis",NA
"338",337,0,1,0,0,0,1,0,"Typhlomyrmex.rogenhoferi",NA
"339",338,1,1,0,1,0,1,0,"Gnamptogenys.bicolor",NA
"340",339,1,1,0,1,0,1,0,"Gnamptogenys.striatula",NA
"341",340,0.176,0.0752,0.835,0.8278,0.1332,0.3686,0.4982,"Formica.aquilonia","Brachymyrmex.patagonicus"
"342",341,0.085,0.015,0.935,0.884,0.0878,0.3566,0.5556,"Formica.aquilonia","Prenolepis.nitens"
"343",342,0.058,0.0056,0.955,0.8894,0.089,0.3698,0.5412,"Formica.aquilonia","Anoplolepis.gracilipes"
"344",343,0.051,0.0056,0.957,0.8864,0.094,0.39,0.516,"Formica.aquilonia","Myrmoteras.toro"
"345",344,0.044,0.0036,0.961,0.9042,0.0828,0.3886,0.5286,"Formica.aquilonia","Oecophylla.smaragdina"
"346",345,0.043,0.0036,0.962,0.9078,0.0814,0.3962,0.5224,"Formica.aquilonia","Melophorus.bagoti"
"347",346,0.033,0.0026,0.974,0.9298,0.0628,0.4066,0.5306,"Formica.aquilonia","Proformica.epinotalis"
"348",347,0.022,6e-04,0.984,0.962,0.0308,0.349,0.6202,"Formica.aquilonia","Formica.japonica"
"349",348,0.013,6e-04,0.992,0.9744,0.0202,0.4192,0.5606,"Formica.aquilonia","Formica.pallidefulva"
"350",349,0.008,6e-04,0.995,0.9838,0.0094,0.395,0.5956,"Formica.aquilonia","Formica.sanguinea"
"351",350,0.007,6e-04,0.995,0.984,0.0094,0.4144,0.5762,"Formica.aquilonia","Formica.archboldi"
"352",351,0.007,6e-04,0.996,0.9844,0.0082,0.4186,0.5732,"Formica.aquilonia","Formica.subintegra"
"353",352,0.004,6e-04,0.999,0.9934,0.0028,0.3062,0.691,"Formica.aquilonia","Formica.lemani"
"354",353,0.004,6e-04,0.999,0.9938,0.0022,0.1682,0.8296,"Formica.aquilonia","Formica.polyctena"
"355",354,0.003,6e-04,0.999,0.9972,6e-04,0.0576,0.9418,"Formica.aquilonia","Formica.lugubris"
"356",355,0,0,1,1,0,0,1,"Formica.aquilonia",NA
"357",356,0,0,1,1,0,0,1,"Formica.lugubris",NA
"358",357,0,0,1,1,0,0,1,"Formica.polyctena",NA
"359",358,0,0,1,1,0,1,0,"Formica.lemani",NA
"360",359,0,0,1,1,0,1,0,"Formica.subintegra",NA
"361",360,0,0,1,1,0,1,0,"Formica.archboldi",NA
"362",361,0.006,6e-04,0.994,0.9848,0.0062,0.2408,0.753,"Formica.paralugubris","Formica.sanguinea"
"363",362,0,0,1,1,0,0,1,"Formica.paralugubris",NA
"364",363,0,0,1,1,0,0,1,"Formica.sanguinea",NA
"365",364,0.01,6e-04,0.994,0.982,0.0202,0.7296,0.2502,"Formica.cunicularia","Formica.pallidefulva"
"366",365,0.003,6e-04,1,0.9954,0.0066,0.9578,0.0356,"Formica.cunicularia","Formica.fusca"
"367",366,0,0,1,1,0,1,0,"Formica.cunicularia",NA
"368",367,0,0,1,1,0,1,0,"Formica.fusca",NA
"369",368,0.003,6e-04,0.999,0.9952,0.0082,0.959,0.0328,"Formica.incerta","Formica.pallidefulva"
"370",369,0,0,1,1,0,1,0,"Formica.incerta",NA
"371",370,0,0,1,1,0,1,0,"Formica.pallidefulva",NA
"372",371,0.016,6e-04,0.986,0.9752,0.016,0.2452,0.7388,"Formica.clara","Formica.japonica"
"373",372,0.006,6e-04,0.992,0.9876,0.007,0.2472,0.7458,"Formica.clara","Formica.picea"
"374",373,0.002,6e-04,0.999,0.9934,0.0026,0.4018,0.5956,"Formica.clara","Formica.pratensis"
"375",374,0.002,6e-04,1,0.9942,0.0026,0.5332,0.4642,"Formica.clara","Formica.subsericea"
"376",375,0.001,6e-04,1,0.9974,4e-04,0.5658,0.4338,"Formica.clara","Formica.obscuripes"
"377",376,0.001,6e-04,1,0.9974,4e-04,0.7042,0.2954,"Formica.clara","Formica.rufibarbis"
"378",377,0,0,1,1,0,1,0,"Formica.clara",NA
"379",378,0,0,1,1,0,1,0,"Formica.rufibarbis",NA
"380",379,0,0,1,1,0,0,1,"Formica.obscuripes",NA
"381",380,0.001,6e-04,1,0.9954,0.002,0.745,0.253,"Formica.glacialis","Formica.subsericea"
"382",381,0,0,1,1,0,1,0,"Formica.glacialis",NA
"383",382,0,0,1,1,0,1,0,"Formica.subsericea",NA
"384",383,0,0,1,1,0,0,1,"Formica.pratensis",NA
"385",384,0.001,6e-04,0.997,0.9912,0.0028,0.1964,0.8008,"Formica.exsectoides","Formica.picea"
"386",385,0,6e-04,1,0.9946,6e-04,0.1194,0.88,"Formica.exsectoides","Formica.rufa"
"387",386,0,6e-04,1,0.9954,6e-04,0.1196,0.8798,"Formica.exsectoides","Formica.bruni"
"388",387,0,6e-04,1,0.9954,6e-04,0.0972,0.9022,"Formica.exsectoides","Formica.truncorum"
"389",388,0,0,1,1,0,0,1,"Formica.exsectoides",NA
"390",389,0,0,1,1,0,0,1,"Formica.truncorum",NA
"391",390,0,0,1,1,0,1,0,"Formica.bruni",NA
"392",391,0,0,1,1,0,0,1,"Formica.rufa",NA
"393",392,0.001,6e-04,0.997,0.992,0.0012,0.2002,0.7986,"Formica.podzolica","Formica.picea"
"394",393,0.001,6e-04,0.998,0.9942,0,0.0702,0.9298,"Formica.podzolica","Formica.cinerea"
"395",394,0.001,6e-04,0.998,0.9942,0,0.0566,0.9434,"Formica.podzolica","Formica.yessensis"
"396",395,0,0,1,1,0,0,1,"Formica.podzolica",NA
"397",396,0,0,1,1,0,0,1,"Formica.yessensis",NA
"398",397,0,0,1,1,0,0,1,"Formica.cinerea",NA
"399",398,0,0,1,1,0,1,0,"Formica.picea",NA
"400",399,0.012,6e-04,0.99,0.982,0.0052,0.126,0.8688,"Formica.exsecta","Formica.japonica"
"401",400,0,0,1,1,0,0,1,"Formica.exsecta",NA
"402",401,0,0,1,1,0,0,1,"Formica.japonica",NA
"403",402,0.008,0.002,0.991,0.9758,0.0338,0.8686,0.0976,"Cataglyphis.bombycina","Proformica.epinotalis"
"404",403,0.001,6e-04,1,0.9982,0.0034,0.9854,0.0112,"Cataglyphis.bombycina","Cataglyphis.bicolor"
"405",404,0.001,6e-04,1,0.9982,0.0034,0.9858,0.0108,"Cataglyphis.bombycina","Cataglyphis.nigra"
"406",405,0.001,6e-04,1,0.9986,0.003,0.9884,0.0086,"Cataglyphis.bombycina","Cataglyphis.iberica"
"407",406,0.001,6e-04,1,0.9986,0.003,0.9896,0.0074,"Cataglyphis.bombycina","Cataglyphis.velox"
"408",407,0.001,6e-04,1,0.9986,0.003,0.9896,0.0074,"Cataglyphis.bombycina","Cataglyphis.rosenhaueri"
"409",408,0,0,1,1,0,1,0,"Cataglyphis.bombycina",NA
"410",409,0,0,1,1,0,1,0,"Cataglyphis.rosenhaueri",NA
"411",410,0,0,1,1,0,1,0,"Cataglyphis.velox",NA
"412",411,0,0,1,1,0,0.999,0.001,"Cataglyphis.cursor","Cataglyphis.iberica"
"413",412,0,0,1,1,0,1,0,"Cataglyphis.cursor",NA
"414",413,0,0,1,1,0,1,0,"Cataglyphis.iberica",NA
"415",414,0,0,1,0.9986,0.0014,0.9956,0.003,"Cataglyphis.aenescens","Cataglyphis.nigra"
"416",415,0,0,1,1,0,1,0,"Cataglyphis.aenescens",NA
"417",416,0,0,1,1,0,1,0,"Cataglyphis.nigra",NA
"418",417,0,0,1,1,0,1,0,"Cataglyphis.bicolor",NA
"419",418,0,0,1,1,0,1,0,"Proformica.epinotalis",NA
"420",419,0,0,1,1,0,1,0,"Melophorus.bagoti",NA
"421",420,0.011,0.0012,0.99,0.9656,0.006,0.1144,0.8796,"Oecophylla.longinoda","Oecophylla.smaragdina"
"422",421,0,0,1,1,0,0,1,"Oecophylla.longinoda",NA
"423",422,0,0,1,1,0,0,1,"Oecophylla.smaragdina",NA
"424",423,0.043,0.005,0.962,0.8148,0.1742,0.4902,0.3356,"Camponotus.chromaiodes","Myrmoteras.toro"
"425",424,0.008,6e-04,0.99,0.9812,0.0404,0.6518,0.3078,"Camponotus.chromaiodes","Polyrhachis.moesta"
"426",425,0.004,6e-04,0.998,0.9938,0.0214,0.6476,0.331,"Camponotus.chromaiodes","Camponotus.americanus"
"427",426,0.003,0,0.998,0.9946,0.0212,0.6514,0.3274,"Camponotus.chromaiodes","Camponotus.ligniperda"
"428",427,0.003,0,0.998,0.9946,0.0196,0.6578,0.3226,"Camponotus.chromaiodes","Camponotus.fallax"
"429",428,0.003,0,0.998,0.9952,0.0134,0.6718,0.3148,"Camponotus.chromaiodes","Camponotus.socius"
"430",429,0.003,0,0.998,0.9952,0.012,0.6692,0.3188,"Camponotus.chromaiodes","Camponotus.crassus"
"431",430,0.002,0,0.998,0.9966,0.0072,0.6356,0.3572,"Camponotus.chromaiodes","Camponotus.sericeus"
"432",431,0.002,0,0.998,0.9966,0.0072,0.6356,0.3572,"Camponotus.chromaiodes","Camponotus.vagus"
"433",432,0,0,1,1,0,1,0,"Camponotus.chromaiodes",NA
"434",433,0,0,1,1,0,0,1,"Camponotus.vagus",NA
"435",434,0.002,0,0.998,0.9972,0.0052,0.6272,0.3676,"Camponotus.sanctus","Camponotus.sericeus"
"436",435,0,0,1,1,0,0,1,"Camponotus.sanctus",NA
"437",436,0,0,1,1,0,1,0,"Camponotus.sericeus",NA
"438",437,0,0,1,1,0,1,0,"Camponotus.crassus",NA
"439",438,0,0,1,1,0,1,0,"Camponotus.socius",NA
"440",439,0,0,1,1,0,1,0,"Camponotus.fallax",NA
"441",440,0.003,0,0.998,0.9946,0.0216,0.6502,0.3282,"Camponotus.foreli","Camponotus.ligniperda"
"442",441,0.002,0,0.998,0.9964,0.0566,0.6664,0.277,"Camponotus.foreli","Camponotus.mus"
"443",442,0.002,0,0.998,0.9964,0.0584,0.6612,0.2804,"Camponotus.foreli","Camponotus.cruentatus"
"444",443,0.002,0,0.999,0.9972,0.1214,0.793,0.0856,"Camponotus.foreli","Camponotus.yamaokai"
"445",444,0,0,1,1,1,0,0,"Camponotus.foreli",NA
"446",445,0,0,1,1,0,1,0,"Camponotus.yamaokai",NA
"447",446,0,0,1,1,0,0,1,"Camponotus.cruentatus",NA
"448",447,0.001,0,0.998,0.9978,0.1392,0.798,0.0628,"Camponotus.dalmaticus","Camponotus.mus"
"449",448,0,0,1,1,1,0,0,"Camponotus.dalmaticus",NA
"450",449,0,0,1,1,0,1,0,"Camponotus.mus",NA
"451",450,0,0,1,1,0,0,1,"Camponotus.ligniperda",NA
"452",451,0.003,6e-04,0.999,0.9964,0.0122,0.645,0.3428,"Camponotus.pilicornis","Camponotus.americanus"
"453",452,0.003,6e-04,0.999,0.9964,0.0106,0.632,0.3574,"Camponotus.pilicornis","Camponotus.compressus"
"454",453,0.003,6e-04,1,0.9966,0.0064,0.618,0.3756,"Camponotus.pilicornis","Camponotus.herculeanus"
"455",454,0.003,6e-04,1,0.9966,0.006,0.608,0.386,"Camponotus.pilicornis","Camponotus.lateralis"
"456",455,0.002,6e-04,1,0.9966,0.0056,0.4838,0.5106,"Camponotus.pilicornis","Camponotus.floridanus"
"457",456,0.002,6e-04,1,0.997,0.0048,0.4818,0.5134,"Camponotus.pilicornis","Camponotus.punctulatus"
"458",457,0,0,1,1,0,1,0,"Camponotus.pilicornis",NA
"459",458,0,0,1,1,0,0,1,"Camponotus.punctulatus",NA
"460",459,0,0,1,1,0,0,1,"Camponotus.floridanus",NA
"461",460,0,0,1,1,0,1,0,"Camponotus.lateralis",NA
"462",461,0.003,6e-04,1,0.9966,0.006,0.6208,0.3732,"Camponotus.saxatilis","Camponotus.herculeanus"
"463",462,0.003,6e-04,1,0.9974,0.006,0.631,0.363,"Camponotus.saxatilis","Camponotus.vividus"
"464",463,0,0,1,1,0,1,0,"Camponotus.saxatilis",NA
"465",464,0,0,1,1,0,1,0,"Camponotus.vividus",NA
"466",465,0,0,1,1,0,0,1,"Camponotus.herculeanus",NA
"467",466,0.003,6e-04,0.999,0.9964,0.0108,0.6246,0.3646,"Camponotus.modoc","Camponotus.compressus"
"468",467,0.003,6e-04,0.999,0.9964,0.008,0.5704,0.4216,"Camponotus.modoc","Camponotus.piceus"
"469",468,0.003,6e-04,0.999,0.9964,0.0072,0.2914,0.7014,"Camponotus.modoc","Camponotus.senex"
"470",469,0,0,1,1,0,0,1,"Camponotus.modoc",NA
"471",470,0,0,1,1,0,0,1,"Camponotus.senex",NA
"472",471,0,0,1,1,0,1,0,"Camponotus.piceus",NA
"473",472,0,0,1,1,0,1,0,"Camponotus.compressus",NA
"474",473,0.002,6e-04,0.999,0.9964,0.0096,0.6532,0.3372,"Camponotus.castaneus","Camponotus.americanus"
"475",474,0.002,6e-04,0.999,0.9964,0.0094,0.654,0.3366,"Camponotus.castaneus","Camponotus.consobrinus"
"476",475,0.002,6e-04,0.999,0.9964,0.0086,0.7084,0.283,"Camponotus.castaneus","Camponotus.aethiops"
"477",476,0.001,6e-04,0.999,0.997,0.0084,0.8504,0.1412,"Camponotus.castaneus","Camponotus.japonicus"
"478",477,0,0,1,1,0,1,0,"Camponotus.castaneus",NA
"479",478,0,0,1,1,0,1,0,"Camponotus.japonicus",NA
"480",479,0,0,1,1,0,1,0,"Camponotus.aethiops",NA
"481",480,0.002,6e-04,0.999,0.9972,0.0078,0.4926,0.4996,"Camponotus.planatus","Camponotus.consobrinus"
"482",481,0.002,6e-04,0.999,0.9972,0.0068,0.486,0.5072,"Camponotus.planatus","Camponotus.rectangularis"
"483",482,0,0,1,1,0,1,0,"Camponotus.planatus",NA
"484",483,0,0,1,1,0,0,1,"Camponotus.rectangularis",NA
"485",484,0,0,1,1,0,0,1,"Camponotus.consobrinus",NA
"486",485,0.002,6e-04,0.999,0.9964,0.01,0.6592,0.3308,"Camponotus.nearcticus","Camponotus.americanus"
"487",486,0.002,6e-04,1,0.998,0.007,0.6714,0.3216,"Camponotus.nearcticus","Camponotus.fellah"
"488",487,0.002,6e-04,1,0.998,0.007,0.7258,0.2672,"Camponotus.nearcticus","Camponotus.pennsylvanicus"
"489",488,0,0,1,1,0,1,0,"Camponotus.nearcticus",NA
"490",489,0,0,1,1,0,1,0,"Camponotus.pennsylvanicus",NA
"491",490,0,0,1,1,0,0,1,"Camponotus.fellah",NA
"492",491,0,0,1,1,0,1,0,"Camponotus.americanus",NA
"493",492,0.005,6e-04,0.995,0.9932,0.0374,0.7626,0.2,"Polyrhachis.dives","Polyrhachis.moesta"
"494",493,0.004,6e-04,0.995,0.9936,0.0378,0.7642,0.198,"Polyrhachis.dives","Polyrhachis.loweryi"
"495",494,0.003,6e-04,0.995,0.9944,0.0326,0.7656,0.2018,"Polyrhachis.dives","Polyrhachis.arachne"
"496",495,0.003,6e-04,0.995,0.9958,0.0294,0.7434,0.2272,"Polyrhachis.dives","Polyrhachis.laboriosa"
"497",496,0,0,1,1,0,0,1,"Polyrhachis.dives",NA
"498",497,0,0,1,1,0,1,0,"Polyrhachis.laboriosa",NA
"499",498,0,0,1,1,0,1,0,"Polyrhachis.arachne",NA
"500",499,0.004,6e-04,0.995,0.9952,0.098,0.8072,0.0948,"Polyrhachis.hodgsoni","Polyrhachis.loweryi"
"501",500,0,0,1,1,0,1,0,"Polyrhachis.hodgsoni",NA
"502",501,0,0,1,1,1,0,0,"Polyrhachis.loweryi",NA
"503",502,0,0,1,1,0,1,0,"Polyrhachis.moesta",NA
"504",503,0.034,0.004,0.972,0.1418,0.7108,0.227,0.0622,"Myrmoteras.iriodum","Myrmoteras.toro"
"505",504,0.025,0.003,0.977,0.0832,0.8036,0.1654,0.031,"Myrmoteras.iriodum","Myrmoteras.barbouri"
"506",505,0.025,0.003,0.977,0.0812,0.8144,0.1556,0.03,"Myrmoteras.iriodum","Myrmoteras.jaitrongi"
"507",506,0,0,1,0,1,0,0,"Myrmoteras.iriodum",NA
"508",507,0,0,1,0,1,0,0,"Myrmoteras.jaitrongi",NA
"509",508,0,0,1,0,1,0,0,"Myrmoteras.barbouri",NA
"510",509,0,0,1,0,1,0,0,"Myrmoteras.toro",NA
"511",510,0.051,0.0056,0.961,0.903,0.0762,0.3388,0.585,"Acropyga.epedana","Anoplolepis.gracilipes"
"512",511,0.031,0.005,0.972,0.9212,0.0574,0.3854,0.5572,"Acropyga.epedana","Plagiolepis.pygmaea"
"513",512,0,0,1,1,0,1,0,"Acropyga.epedana",NA
"514",513,0,0,1,1,0,0,1,"Plagiolepis.pygmaea",NA
"515",514,0.016,0.0032,0.981,0.9668,0.0086,0.148,0.8434,"Anoplolepis.custodiens","Anoplolepis.gracilipes"
"516",515,0,0,1,1,0,0,1,"Anoplolepis.custodiens",NA
"517",516,0,0,1,1,0,0,1,"Anoplolepis.gracilipes",NA
"518",517,0.061,0.0084,0.954,0.9256,0.0616,0.2988,0.6396,"Lasius.alienus","Prenolepis.nitens"
"519",518,0.026,0.0014,0.986,0.974,0.0134,0.1546,0.832,"Lasius.alienus","Lasius.carniolicus"
"520",519,0.022,0.0014,0.988,0.9792,0.0102,0.1568,0.833,"Lasius.alienus","Myrmecocystus.mexicanus"
"521",520,0.013,0.0014,0.994,0.9872,0.0066,0.1506,0.8428,"Lasius.alienus","Lasius.paralienus"
"522",521,0.012,0.0014,0.994,0.9872,0.0054,0.1362,0.8584,"Lasius.alienus","Myrmecocystus.mimicus"
"523",522,0.005,0.0014,0.998,0.9956,6e-04,0.0908,0.9086,"Lasius.alienus","Lasius.neoniger"
"524",523,0.005,0.0014,0.998,0.9956,6e-04,0.0908,0.9086,"Lasius.alienus","Lasius.psammophilus"
"525",524,0.004,0.0014,0.999,0.996,4e-04,0.0446,0.955,"Lasius.alienus","Lasius.jensi"
"526",525,0,0,1,1,0,0,1,"Lasius.alienus",NA
"527",526,0,0,1,1,0,0,1,"Lasius.jensi",NA
"528",527,0.005,0.0014,0.998,0.9964,6e-04,0.1314,0.868,"Lasius.flavus","Lasius.psammophilus"
"529",528,0,0,1,1,0,0,1,"Lasius.flavus",NA
"530",529,0,0,1,1,0,1,0,"Lasius.psammophilus",NA
"531",530,0,0,1,1,0,0,1,"Lasius.neoniger",NA
"532",531,0.009,0.0014,0.995,0.991,0.0034,0.1006,0.896,"Myrmecocystus.mendax","Myrmecocystus.mimicus"
"533",532,0,0,1,1,0,0,1,"Myrmecocystus.mendax",NA
"534",533,0,0,1,1,0,0,1,"Myrmecocystus.mimicus",NA
"535",534,0.012,0.0014,0.994,0.9866,0.0068,0.2516,0.7416,"Lasius.emarginatus","Lasius.paralienus"
"536",535,0.009,0.0014,0.998,0.99,0.0062,0.3038,0.69,"Lasius.emarginatus","Lasius.neglectus"
"537",536,0,0,1,1,0,1,0,"Lasius.emarginatus",NA
"538",537,0,0,1,1,0,0,1,"Lasius.neglectus",NA
"539",538,0,0,1,1,0,1,0,"Lasius.paralienus",NA
"540",539,0.003,0,0.999,0.9984,0,0.3362,0.6638,"Lasius.umbratus","Myrmecocystus.mexicanus"
"541",540,0,0,1,1,0,0,1,"Lasius.umbratus",NA
"542",541,0,0,1,1,0,1,0,"Myrmecocystus.mexicanus",NA
"543",542,0.015,0.0014,0.99,0.9832,0.0058,0.1178,0.8764,"Lasius.meridionalis","Lasius.carniolicus"
"544",543,0.014,0.0014,0.99,0.983,0.0058,0.116,0.8782,"Lasius.meridionalis","Lasius.reginae"
"545",544,0.011,0.0014,0.995,0.993,8e-04,0.0584,0.9408,"Lasius.meridionalis","Myrmecocystus.depilis"
"546",545,0.011,0.0014,0.995,0.9932,4e-04,0.0536,0.946,"Lasius.meridionalis","Lasius.grandis"
"547",546,0.011,0.0014,0.995,0.994,4e-04,0.0498,0.9498,"Lasius.meridionalis","Lasius.niger"
"548",547,0.01,0.0014,0.995,0.994,4e-04,0.0488,0.9508,"Lasius.meridionalis","Lasius.platythorax"
"549",548,0,0,1,1,0,0,1,"Lasius.meridionalis",NA
"550",549,0,0,1,1,0,0,1,"Lasius.platythorax",NA
"551",550,0,0,1,1,0,0,1,"Lasius.niger",NA
