it	posterior	likelihood	prior	accuracy	test_accuracy	acc_C0	acc_C1	acc_C2	acc_C3	acc_C4	mean_w0	std_w0	mean_w1	std_w1	mean_w2	std_w2	acc_prob	mcmc_id
2250	-4154.861982191412	-3419.0829210231495	-735.7790611682624	0.4666666666666667	0.444	0.011160714285714286	0.0	0.3230088495575221	1.0	1.0	-0.029856425808828257	0.5122961358547168	0.10018257178876488	0.7168282150521915	0.1339764855313305	0.6340688085410594	0.6435643564356436	0
2260	-4151.158467300165	-3415.5014240476344	-735.657043252531	0.5911111111111111	0.596	0.11607142857142858	0.0	0.838495575221239	1.0	1.0	-0.029563064576448084	0.5118196773901993	0.1062962755789292	0.7178789024443093	0.1371863366641177	0.6336494497096049	0.6534653465346535	0
2270	-4149.058723090207	-3412.6894100683976	-736.3693130218103	0.572	0.58	0.03794642857142857	0.0	0.8230088495575221	0.9978021978021978	1.0	-0.029289415268777687	0.5136952327959414	0.10792298816114937	0.7220464620535767	0.14852542526132245	0.632278564769528	0.6534653465346535	0
2280	-4149.917085158037	-3412.896788027646	-737.0202971303911	0.5684444444444444	0.568	0.09821428571428571	0.0	0.7433628318584071	1.0	1.0	-0.026947779813972738	0.5160757250400877	0.09919817657000768	0.7184920893390354	0.14882583036139688	0.6319589832636813	0.6435643564356436	0
2290	-4148.0180719239015	-3410.5950569080146	-737.4230150158869	0.6088888888888889	0.612	0.05133928571428571	0.0	0.995575221238938	1.0	0.9954954954954955	-0.025894490759007405	0.5173395927861791	0.09875579954224273	0.7194332978989043	0.14513750706155062	0.6321181071270892	0.6633663366336634	0
2300	-4140.075366053156	-3401.2108885915536	-738.8644774616029	0.6093333333333333	0.62	0.05803571428571429	0.0	0.9911504424778761	1.0	0.9954954954954955	-0.0265940449497155	0.5213968154681268	0.1004562492098746	0.7240851394174147	0.1441710053301894	0.6319668236696542	0.6633663366336634	0
2310	-4136.584533039168	-3396.6908341999715	-739.8936988391957	0.5875555555555556	0.588	0.03571428571428571	0.0	0.9026548672566371	1.0	0.9977477477477478	-0.026591802763387695	0.5234931657951263	0.11173413182003293	0.7276406049694473	0.15376186999920805	0.6419631629929485	0.6831683168316832	0
2320	-4125.109675302799	-3384.4573055520937	-740.6523697507052	0.5782222222222222	0.576	0.0	0.0	0.8915929203539823	1.0	0.9977477477477478	-0.026884386855102676	0.5252483529184246	0.11325636014174952	0.7268005167229262	0.14406403698410236	0.6532327173057488	0.7227722772277227	0
2330	-4115.962870251731	-3375.0863950224348	-740.8764752292959	0.6137777777777778	0.656	0.14285714285714285	0.0	0.9292035398230089	1.0	0.9954954954954955	-0.02350982398288539	0.5261073538638473	0.10976192628860135	0.7235091399973788	0.14408982879141854	0.6562276506842155	0.7623762376237624	0
2340	-4114.18529454184	-3372.791038462268	-741.3942560795729	0.6071111111111112	0.636	0.109375	0.0	0.9292035398230089	1.0	0.9954954954954955	-0.02274661766356375	0.527042456640105	0.10642549676480444	0.7323501089094671	0.14826252380593674	0.6584471327216629	0.7425742574257426	0
2350	-4110.064169098278	-3368.769822687651	-741.2943464106272	0.7048888888888889	0.716	0.9308035714285714	0.0	0.8008849557522124	1.0	0.7927927927927928	-0.021875135497760496	0.5264237883301082	0.10817072476932181	0.7355152830785714	0.14901493024626783	0.6612246291932654	0.7128712871287128	0
2360	-4097.669550945331	-3355.2177441063377	-742.4518068389937	0.45555555555555555	0.48	0.30357142857142855	0.0	0.9380530973451328	1.0	0.02252252252252252	-0.02263198603951863	0.5292543001452868	0.1170178040902935	0.737357687553705	0.1495505939186975	0.6677092062501403	0.7128712871287128	0
2370	-4092.191198973745	-3349.9064009272142	-742.2847980465309	0.48977777777777776	0.5	0.43080357142857145	0.0066518847006651885	0.9977876106194691	1.0	0.0	-0.021943263827453693	0.5284045752275209	0.13137067839211305	0.7411957543870592	0.14054167241026536	0.6704049473829795	0.7227722772277227	0
2380	-4079.8568722332247	-3337.630947816675	-742.2259244165499	0.5048888888888889	0.52	0.39955357142857145	0.08869179600886919	0.9977876106194691	1.0	0.024774774774774775	-0.022563182933147755	0.5267749704783083	0.14814888310412247	0.7574673183717794	0.13429847763321606	0.677568342896128	0.7326732673267327	0
2390	-4074.699358660896	-3331.9208453506662	-742.7785133102299	0.6057777777777777	0.624	0.8459821428571429	0.0	0.9424778761061947	1.0	0.23198198198198197	-0.020509348639939372	0.5279750855276195	0.15782668997986918	0.7603889571923071	0.12841005924852303	0.682792009441819	0.7227722772277227	0
2400	-4071.7108568043705	-3328.472229140405	-743.2386276639653	0.6688888888888889	0.7	0.9129464285714286	0.0	0.9004424778761062	1.0	0.527027027027027	-0.020136765003442227	0.5295571110685895	0.15414036954793126	0.7621937968018847	0.12829881754272884	0.6783860208948195	0.7227722772277227	0
2410	-4067.53972826331	-3323.415348374334	-744.1243798889759	0.7524444444444445	0.756	0.7098214285714286	0.3325942350332594	0.995575221238938	1.0	0.7207207207207207	-0.019347020757791794	0.531861132707567	0.15894996055419516	0.7639906522439519	0.12802729379092614	0.6813817562299783	0.7029702970297029	0
2420	-4070.002186839877	-3325.328527854538	-744.6736589853392	0.7333333333333333	0.728	0.984375	0.0022172949002217295	0.7345132743362832	0.9978021978021978	0.9504504504504504	-0.01768674699534194	0.5335741793825183	0.15564517060552438	0.7690019847447628	0.13087375369326493	0.6760196558146343	0.693069306930693	0
2430	-4065.3516695581025	-3320.94756589492	-744.4041036631825	0.692	0.684	0.9910714285714286	0.0	0.4756637168141593	1.0	0.9977477477477478	-0.017337010229109582	0.5324938799319956	0.14535491207517168	0.7713574703803865	0.12728393525912512	0.6814300064433373	0.6732673267326733	0
2440	-4058.2541533748035	-3313.0412760384133	-745.2128773363904	0.5653333333333334	0.576	0.7745535714285714	0.0	0.059734513274336286	1.0	0.9977477477477478	-0.017031795545194316	0.5346075632634766	0.1391305341310822	0.777097427945048	0.12280555260564935	0.6823196721351519	0.6633663366336634	0
2450	-4048.0076655198554	-3302.023132174755	-745.9845333451004	0.6195555555555555	0.62	0.8169642857142857	0.0	0.28761061946902655	1.0	0.9977477477477478	-0.01593919282585755	0.5365928833714511	0.14170337349559942	0.7796686155957886	0.12816727061778996	0.6834617211188088	0.6633663366336634	0
2460	-4042.3401136460907	-3296.1195811766083	-746.2205324694822	0.6591111111111111	0.66	0.8950892857142857	0.0	0.40707964601769914	1.0	0.9977477477477478	-0.015917795648655735	0.5368307915396376	0.14219029391600968	0.7879870183507409	0.1407602688874596	0.6804784515239694	0.6831683168316832	0
2470	-4039.1996886536026	-3292.9609040799905	-746.238784573612	0.6711111111111111	0.68	0.8102678571428571	0.0	0.5508849557522124	1.0	0.9977477477477478	-0.015488047194393034	0.5363531605869717	0.13880001076647802	0.7920272233100453	0.13658715510221145	0.6871116634778154	0.6633663366336634	0
2480	-4040.212178821389	-3293.4642119229234	-746.7479668984655	0.6155555555555555	0.62	0.8816964285714286	0.0	0.20353982300884957	1.0	0.9977477477477478	-0.013453695161425989	0.537429985139613	0.1435186115109291	0.7877064738869594	0.12632637057555163	0.6999516870468717	0.6633663366336634	0
2490	-4028.6216453226293	-3282.0647529254384	-746.5568923971908	0.7008888888888889	0.712	0.8794642857142857	0.0	0.6305309734513275	1.0	0.9977477477477478	-0.013275474681303601	0.5362180392723785	0.14288314838215915	0.7950043090974179	0.12761204623281852	0.7037432579654865	0.6831683168316832	0
2500	-4030.6554520884865	-3284.092460238121	-746.5629918503654	0.6795555555555556	0.7	0.7209821428571429	0.0	0.6814159292035398	1.0	0.9977477477477478	-0.013940725246414662	0.5367655901908941	0.14618723557682492	0.7880735286170135	0.12056969282647007	0.7020231448515128	0.6633663366336634	0
2510	-4025.2401501572012	-3277.8541239454994	-747.386026211702	0.6515555555555556	0.664	0.6138392857142857	0.0	0.6482300884955752	1.0	0.9977477477477478	-0.013521361902128385	0.5389869599079061	0.15833399812812657	0.7912909912774361	0.11823140731245536	0.7001523926604224	0.693069306930693	0
2520	-4022.223679502275	-3274.8174517485695	-747.4062277537056	0.7008888888888889	0.72	0.6941964285714286	0.0	0.8163716814159292	1.0	0.9954954954954955	-0.01349870994353938	0.5388385341681876	0.16039719383697842	0.7892462688098641	0.10906143449283867	0.7065517969877233	0.7128712871287128	0
2530	-4014.7353328314116	-3267.8056249962965	-746.929707835115	0.712	0.74	0.8013392857142857	0.0	0.7654867256637168	1.0	0.9954954954954955	-0.015892538804143118	0.5365731076091547	0.1632353323117546	0.7961543972839505	0.1122688391360244	0.712262623251132	0.7029702970297029	0
2540	-4007.329142054235	-3260.1922193661285	-747.1369226881067	0.5582222222222222	0.556	0.006696428571428571	0.0	0.7876106194690266	1.0	0.9954954954954955	-0.014645131475055435	0.5368277521267288	0.17110072823706116	0.7986232645112491	0.10293665795401877	0.7159956075018962	0.7029702970297029	0
2550	-3998.162285245017	-3249.8213527034504	-748.3409325415663	0.5457777777777778	0.54	0.008928571428571428	0.0	0.7212389380530974	1.0	0.9977477477477478	-0.014870876848886433	0.5391568662232896	0.1708694633585179	0.8102984179404744	0.10633018640070079	0.7231968561524381	0.7227722772277227	0
2560	-3984.497730241712	-3235.7159359139664	-748.7817943277453	0.5808888888888889	0.568	0.008928571428571428	0.0	0.8982300884955752	1.0	0.9954954954954955	-0.014813615482660821	0.5399556107448974	0.17622099060227536	0.8108010199491464	0.11117828251288181	0.728540615217716	0.7425742574257426	0
2570	-3981.184716678884	-3232.1177255651824	-749.0669911137018	0.516	0.492	0.002232142857142857	0.0	0.5796460176991151	1.0	0.9977477477477478	-0.014444646325496219	0.5402664815071313	0.1736861830188511	0.8151968080377849	0.1154054678491956	0.7325816951033857	0.7425742574257426	0
2580	-3972.964966755678	-3223.5545646334344	-749.4104021222436	0.5213333333333333	0.516	0.002232142857142857	0.0	0.6061946902654868	1.0	0.9977477477477478	-0.015877557689165094	0.540600375154212	0.17758830648101437	0.8192643752370247	0.10938637268549253	0.7386572656877713	0.7425742574257426	0
2590	-3957.136675354819	-3206.5905412687844	-750.5461340860348	0.5795555555555556	0.576	0.017857142857142856	0.0	0.8827433628318584	1.0	0.9954954954954955	-0.01634471377185797	0.5430891127612087	0.17229746519160571	0.8260229306696445	0.10734857174504686	0.745781698974734	0.7326732673267327	0
2600	-3953.48262784033	-3202.553122276689	-750.9295055636412	0.6613333333333333	0.672	0.43526785714285715	0.0	0.8716814159292036	1.0	1.0	-0.015160589838997252	0.5445142223442556	0.17515960972498884	0.8226928196945368	0.10252639551690367	0.7444711466004792	0.7425742574257426	0
2610	-3950.8900142879875	-3198.729037489814	-752.1609767981736	0.6133333333333333	0.624	0.28125	0.0	0.7853982300884956	1.0	1.0	-0.014937736348782843	0.5473399762635055	0.16441721532511136	0.8270165225251359	0.1054561142392448	0.7530903039469582	0.7128712871287128	0
2620	-3944.613479869498	-3191.416078446781	-753.197401422717	0.648	0.652	0.4732142857142857	0.0	0.7699115044247787	1.0	0.9977477477477478	-0.014788373340996242	0.5498603886756013	0.16548936296913497	0.8318306284173562	0.10155393894191483	0.7557762233098689	0.7029702970297029	0
2630	-3933.0485905464584	-3178.5832711633157	-754.465319383143	0.6675555555555556	0.68	0.5	0.0	0.8407079646017699	1.0	0.9977477477477478	-0.01127469004520722	0.5530605520322941	0.1751665561181529	0.830293234416137	0.1024004620829027	0.7626219708203078	0.7326732673267327	0
2640	-3918.26129325947	-3163.7280188660925	-754.5332743933776	0.7355555555555555	0.764	0.7142857142857143	0.0	0.9646017699115044	1.0	1.0	-0.010237506366519647	0.55239920487329	0.17432953279190422	0.8399118760795332	0.10145791119543365	0.7676220291342479	0.7227722772277227	0
2650	-3906.1751968489143	-3152.089786678837	-754.0854101700777	0.7266666666666667	0.744	0.6540178571428571	0.0	0.9800884955752213	1.0	1.0	-0.011989600731539886	0.5505731420435166	0.1747438261261781	0.8432369265424707	0.10735101603292849	0.7716914629602745	0.7128712871287128	0
2660	-3904.7094712837334	-3150.5832177955126	-754.1262534882209	0.728	0.744	0.6450892857142857	0.0022172949002217295	0.9977876106194691	1.0	0.9954954954954955	-0.012488857158111561	0.5508828428414595	0.16720809264913647	0.8412615155649154	0.0997829062928361	0.7727746091653667	0.693069306930693	0
2670	-3897.16228004444	-3143.192583690276	-753.9696963541642	0.6853333333333333	0.712	0.45089285714285715	0.0	0.9800884955752213	1.0	0.9954954954954955	-0.014032625574389746	0.5496661285408928	0.1701719846925191	0.85038884293967	0.0974512959439568	0.7753684182787919	0.693069306930693	0
2680	-3896.82513122359	-3142.4536880720807	-754.3714431515092	0.6591111111111111	0.68	0.31026785714285715	0.0	0.9889380530973452	1.0	0.9954954954954955	-0.014855084174471673	0.5508311685178457	0.1693193822507144	0.8500048430311351	0.0970148235482815	0.7752358969570569	0.6336633663366337	0
2690	-3887.0818884618684	-3131.811710786844	-755.2701776750247	0.6204444444444445	0.64	0.10491071428571429	0.0	1.0	1.0	0.9954954954954955	-0.016167281649096903	0.5530323191414371	0.17132670492447175	0.8531300247420747	0.09244411627377905	0.7772151889098733	0.6336633663366337	0
2700	-3884.2242285348475	-3128.543198684837	-755.6810298500102	0.6097777777777778	0.608	0.0625	0.0	0.9889380530973452	1.0	0.9954954954954955	-0.016157988544158768	0.5541184053090353	0.17167317313213654	0.8555818184045139	0.08964144929832568	0.7763553434298317	0.6138613861386139	0
2710	-3876.0271720721403	-3119.8987336546634	-756.1284384174771	0.6133333333333333	0.616	0.06919642857142858	0.0	1.0	1.0	0.9954954954954955	-0.01636584200559319	0.5550742087163466	0.17156602853239916	0.8581933521043986	0.08919660970399598	0.7785719155987031	0.6336633663366337	0
2720	-3863.1576856546026	-3107.1140416790586	-756.043643975544	0.572	0.576	0.03571428571428571	0.0	1.0	1.0	0.8198198198198198	-0.017283205541399754	0.5545359644818425	0.16844077145581257	0.8544758684728297	0.08100696878968616	0.7875207824153542	0.6237623762376238	0
2730	-3857.6064322006296	-3101.2155727054765	-756.3908594951533	0.6413333333333333	0.672	0.22991071428571427	0.0	0.9845132743362832	1.0	0.990990990990991	-0.017089013140470986	0.5549398648963898	0.1705152717753768	0.8583705835033298	0.08766070159187504	0.791613407978408	0.5742574257425742	0
2740	-3846.891171810879	-3090.0768284046953	-756.8143434061836	0.6577777777777778	0.688	0.32589285714285715	0.0	0.9800884955752213	1.0	0.9819819819819819	-0.01696252252605925	0.5553635143963289	0.16986993005821915	0.8619092707822784	0.0904740175874235	0.7997187845232979	0.5544554455445545	0
2750	-3837.825899738279	-3079.703447630691	-758.1224521075884	0.7404444444444445	0.76	0.8995535714285714	0.0	0.995575221238938	1.0	0.8063063063063063	-0.01719929071480845	0.5580732317931076	0.16686256333618807	0.8651691874720377	0.08854077069058586	0.811614596051847	0.5841584158415841	0
2760	-3821.1469052321077	-3061.7820968144156	-759.3648084176921	0.6404444444444445	0.648	0.9084821428571429	0.0	0.9690265486725663	1.0	0.31756756756756754	-0.018383375963099198	0.5605807606452698	0.17011327372205165	0.8774028332884661	0.08724652004977676	0.8138498723133445	0.5841584158415841	0
2770	-3808.6264677675144	-3048.1595899915565	-760.466877775958	0.6515555555555556	0.66	0.8816964285714286	0.0	0.9800884955752213	1.0	0.38963963963963966	-0.017075314416285854	0.5622808036621803	0.17394819471274053	0.8910084552609734	0.08650229664413053	0.821625463620799	0.594059405940594	0
2780	-3802.653260939962	-3041.492199249318	-761.1610616906439	0.5871111111111111	0.584	0.9107142857142857	0.0	0.995575221238938	1.0	0.018018018018018018	-0.01449234093387899	0.5639091147405243	0.17309101868165494	0.8944977006588535	0.09036462478391123	0.8236134216240479	0.6336633663366337	0
2790	-3797.7727638221013	-3036.5838887200484	-761.1888751020531	0.5928888888888889	0.588	0.9107142857142857	0.0	0.995575221238938	1.0	0.0472972972972973	-0.014607299289972503	0.5635437421349914	0.16820175309796237	0.900772570003519	0.09156235203988719	0.8250424718353061	0.6039603960396039	0
2800	-3792.5837952646657	-3030.7325674155	-761.8512278491658	0.6057777777777777	0.608	0.8995535714285714	0.0	0.995575221238938	1.0	0.12387387387387387	-0.01642845235394872	0.5650454878460643	0.16338636825855476	0.8920265696709258	0.09435864073731397	0.8374762676965655	0.6039603960396039	0
2810	-3783.730884846278	-3021.933641515674	-761.797243330604	0.7715555555555556	0.78	0.8839285714285714	0.0	0.9977876106194691	1.0	0.9774774774774775	-0.016701114312629335	0.5645404946411842	0.1549764223514419	0.8879681431136944	0.09786213099098359	0.8469485120468575	0.5841584158415841	0
2820	-3777.7416239893446	-3015.698525728075	-762.0430982612695	0.748	0.748	0.8816964285714286	0.004434589800443459	1.0	1.0	0.8536036036036037	-0.01601276587847859	0.5644377599139561	0.15637663575101185	0.899981477492723	0.10124970314998746	0.8471892874532563	0.594059405940594	0
2830	-3774.598453085178	-3011.2258205578137	-763.3726325273643	0.5928888888888889	0.584	0.9553571428571429	0.0	0.9690265486725663	1.0	0.02927927927927928	-0.015178954294324826	0.5664295433137947	0.15422732393587796	0.9134935419596124	0.11385774516232591	0.858074847298689	0.6237623762376238	0
2840	-3755.963764983399	-2992.702670180892	-763.261094802507	0.5982222222222222	0.592	0.9821428571428571	0.0	0.9424778761061947	1.0	0.05630630630630631	-0.014966845555660704	0.5655473113302953	0.14457682083495532	0.9277375050466998	0.1147300918824333	0.8547784087538465	0.6435643564356436	0
2850	-3747.5625804497645	-2984.2869997083335	-763.2755807414309	0.5893333333333334	0.584	0.9285714285714286	0.0	0.9778761061946902	1.0	0.02927927927927928	-0.01593725068087554	0.5654155771204777	0.15516921179175983	0.9305047663040747	0.10975715330814438	0.8534258983452523	0.6039603960396039	0
2860	-3728.6645640245797	-2964.597743247874	-764.066820776706	0.6151111111111112	0.632	0.9241071428571429	0.0	0.9646017699115044	1.0	0.17792792792792791	-0.017288498819076965	0.5654993243892787	0.16269257654058555	0.9481850436716645	0.11643988845691734	0.8642468245793616	0.594059405940594	0
2870	-3700.2073306681027	-2934.6432073164324	-765.5641233516703	0.5902222222222222	0.584	0.9732142857142857	0.0	0.9623893805309734	1.0	0.0045045045045045045	-0.016956502694663096	0.5682825011074667	0.15957462888688867	0.9609480833330654	0.11019761545234598	0.8727052327496467	0.6138613861386139	0
2880	-3689.7152786292036	-2923.1678682798633	-766.5474103493401	0.5893333333333334	0.588	0.9419642857142857	0.0	0.9601769911504425	1.0	0.033783783783783786	-0.01661048265856466	0.5703563912330127	0.15650333008130507	0.9642010748297072	0.10834774320752642	0.8792226088204351	0.5742574257425742	0
2890	-3674.273598442085	-2907.419390942944	-766.8542074991408	0.5888888888888889	0.584	0.9933035714285714	0.0	0.8960176991150443	1.0	0.04504504504504504	-0.016319544637256822	0.5701685558049078	0.16051118452504828	0.9781403879743455	0.1176688253303111	0.8789381410622007	0.6138613861386139	0
2900	-3672.847256019831	-2905.966152872013	-766.8811031478181	0.5751111111111111	0.564	1.0	0.0	0.831858407079646	1.0	0.033783783783783786	-0.015046290069761391	0.5702297248064828	0.14843630331145655	0.9830158150788809	0.12119840011748592	0.8763486125197159	0.6237623762376238	0
2910	-3658.435289144657	-2890.682327902756	-767.7529612419014	0.5871111111111111	0.572	0.9799107142857143	0.0	0.9424778761061947	1.0	0.0022522522522522522	-0.015058629988635603	0.5718490459479932	0.15747970029064337	0.9922885428851227	0.12125007275416712	0.8769649129354025	0.6336633663366337	0
2920	-3644.190726865578	-2875.1811706331255	-769.0095562324528	0.5804444444444444	0.572	0.8928571428571429	0.0	0.995575221238938	1.0	0.0022522522522522522	-0.012682582550162464	0.5739308481553592	0.17027976202549774	1.015261023997421	0.10778882672478035	0.8743657948679857	0.6633663366336634	0
2930	-3619.394208542349	-2848.9311015191797	-770.4631070231695	0.5857777777777777	0.576	0.890625	0.0	0.995575221238938	1.0	0.03153153153153153	-0.012875011930301179	0.5766992999478316	0.161051710468244	1.0223501147389558	0.11087004750298066	0.8849826659289541	0.6633663366336634	0
2940	-3601.4464017380856	-2830.3709024065365	-771.075499331549	0.6293333333333333	0.648	0.8883928571428571	0.0	0.995575221238938	1.0	0.2545045045045045	-0.011515351731996111	0.5781031149321701	0.1686363504046523	1.0217278493717494	0.1097217539063515	0.8884668386990912	0.6435643564356436	0
2950	-3587.908373774222	-2816.2352561998955	-771.6731175743266	0.5808888888888889	0.572	0.8950892857142857	0.0	0.995575221238938	1.0	0.0022522522522522522	-0.010441667084268282	0.5796149211580328	0.16579562353991173	1.0242403212367484	0.11085214406519289	0.8880526803836747	0.6732673267326733	0
2960	-3587.1545251489392	-2815.4821533807562	-771.6723717681831	0.5826666666666667	0.572	0.8973214285714286	0.0	0.995575221238938	1.0	0.009009009009009009	-0.012395969225326696	0.5794055282586027	0.1705725511078259	1.0258126694850773	0.1164517563710017	0.8874204855711524	0.6732673267326733	0
2970	-3577.7042310726165	-2805.1707540560633	-772.533477016553	0.5755555555555556	0.56	0.8571428571428571	0.0	1.0	1.0	0.009009009009009009	-0.012231906029551013	0.5800713990094571	0.17122689385571113	1.0453562693712053	0.11496756281683303	0.8916069912052378	0.6336633663366337	0
2980	-3570.893963883232	-2798.438155801805	-772.4558080814271	0.5706666666666667	0.556	0.8325892857142857	0.0	1.0	1.0	0.009009009009009009	-0.011632059360399	0.5799950830187003	0.17042841500026495	1.040406319707977	0.11613392152726795	0.8947293591649593	0.6435643564356436	0
2990	-3567.1092282973514	-2794.0107422198253	-773.0984860775262	0.5613333333333334	0.552	0.7857142857142857	0.004434589800443459	1.0	1.0	0.0045045045045045045	-0.011353757138130038	0.5816791266422989	0.17260262811775728	1.0399010258301282	0.1177552544976451	0.895356310124839	0.6138613861386139	0
3000	-3557.086475722981	-2783.5414824536524	-773.5449932693289	0.4288888888888889	0.42	0.10491071428571429	0.004434589800443459	1.0	1.0	0.02027027027027027	-0.012749547875715209	0.5822730778587201	0.1759955149194684	1.038766887039647	0.12039603287466241	0.9035009710618952	0.6039603960396039	0
3010	-3552.808471767193	-2778.892782965172	-773.9156888020212	0.4106666666666667	0.388	0.03125	0.0022172949002217295	1.0	1.0	0.0045045045045045045	-0.012611065284726188	0.5825987052067533	0.17333795595028878	1.0412526568268736	0.12292451697211784	0.9104172854345868	0.6039603960396039	0
3020	-3541.9620079665497	-2767.0303500627015	-774.9316579038481	0.4315555555555556	0.42	0.12946428571428573	0.0	1.0	1.0	0.013513513513513514	-0.013433437389174444	0.5848801202333767	0.16465114432785277	1.0459963554745677	0.12446664373460029	0.9127577454124034	0.5742574257425742	0
3030	-3534.5520435404605	-2758.8847841169268	-775.6672594235338	0.416	0.396	0.04017857142857143	0.0066518847006651885	1.0	1.0	0.018018018018018018	-0.01389642300623629	0.5868569918793718	0.16626231313478407	1.0424938049534882	0.12119567925061968	0.9159345024886135	0.5544554455445545	0
3040	-3523.0948532302064	-2747.3325863742157	-775.7622668559906	0.4097777777777778	0.388	0.013392857142857142	0.0066518847006651885	1.0	1.0	0.013513513513513514	-0.015274705176155192	0.5871202009545287	0.16123954060405865	1.0397430167080393	0.12300047474592433	0.9184352585770319	0.5643564356435643	0
3050	-3501.60389973626	-2725.818272343527	-775.7856273927327	0.4311111111111111	0.42	0.13169642857142858	0.0066518847006651885	1.0	1.0	0.0022522522522522522	-0.013576908439614083	0.5859284906842717	0.1568590100984669	1.048950331691059	0.11654226401320542	0.9287790127959349	0.5841584158415841	0
3060	-3481.6866578700074	-2704.0898109911877	-777.5968468788199	0.5031111111111111	0.508	0.46875	0.0	1.0	1.0	0.033783783783783786	-0.010772561971841031	0.5888977316992654	0.16020386369410955	1.0668037681773963	0.12063798771130199	0.9365276750210165	0.5544554455445545	0
3070	-3475.6687932024206	-2696.712796038444	-778.9559971639767	0.46444444444444444	0.456	0.30357142857142855	0.0022172949002217295	1.0	1.0	0.0022522522522522522	-0.011041460074023027	0.5917965285157918	0.15059949411843632	1.072021727224239	0.12068599524560725	0.9421939168020715	0.594059405940594	0
3080	-3468.1141319373105	-2688.248821799717	-779.8653101375935	0.5275555555555556	0.516	0.6205357142857143	0.0022172949002217295	1.0	1.0	0.0022522522522522522	-0.010220145916560997	0.5938943282153814	0.1570259699007266	1.0795822199505343	0.11189921859860742	0.9394145567933394	0.6138613861386139	0
3090	-3460.0756249825085	-2680.091637799085	-779.9839871834232	0.5471111111111111	0.544	0.7209821428571429	0.0022172949002217295	1.0	1.0	0.0	-0.009575519594170238	0.5937612615619653	0.14907784821990241	1.0876252559461845	0.11067514564580563	0.9390576869893486	0.6534653465346535	0
3100	-3450.185750574865	-2669.7226607464245	-780.4630898284406	0.5902222222222222	0.576	0.9888392857142857	0.0	0.9491150442477876	1.0	0.0022522522522522522	-0.009417395688310789	0.594272862198919	0.1520855234475134	1.0893920061046451	0.1042288493465763	0.9477829399891522	0.6435643564356436	0
3110	-3435.783283500434	-2654.4112333407725	-781.3720501596616	0.5871111111111111	0.58	0.921875	0.004434589800443459	0.995575221238938	1.0	0.0022522522522522522	-0.008956508614821973	0.5964340248733195	0.1527711808157086	1.0858141982882004	0.10417908854843173	0.9541985008544089	0.6534653465346535	0
3120	-3438.0837910125324	-2655.8290354886385	-782.2547555238939	0.5853333333333334	0.576	0.9174107142857143	0.0022172949002217295	0.995575221238938	1.0	0.0	-0.009880247049477254	0.5979161856383162	0.1497285627198764	1.0970578807402511	0.10703362874157758	0.954419755434563	0.6534653465346535	0
3130	-3430.497591378974	-2647.966259732134	-782.5313316468402	0.5804444444444444	0.572	0.8861607142857143	0.0022172949002217295	1.0	1.0	0.0022522522522522522	-0.01107783507154873	0.5983395326611767	0.16169585504400902	1.0960263542589244	0.1113174116748952	0.9570058643092506	0.6534653465346535	0
3140	-3424.960581326568	-2642.171065736179	-782.7895155903891	0.588	0.58	0.9196428571428571	0.0022172949002217295	1.0	1.0	0.006756756756756757	-0.011694691756148018	0.5989951489716416	0.16508011108892817	1.0924084625486636	0.10993623536807749	0.9602126099876301	0.6633663366336634	0
3150	-3412.930931737447	-2629.9526219963063	-782.9783097411405	0.5804444444444444	0.576	0.8794642857142857	0.0022172949002217295	1.0	1.0	0.009009009009009009	-0.012708105577378215	0.5986871628252091	0.16978808084606858	1.096503900567962	0.11973718239349421	0.9648320598391784	0.6534653465346535	0
3160	-3409.4907576968462	-2626.0581268561245	-783.4326308407217	0.6626666666666666	0.68	0.8839285714285714	0.0	1.0	1.0	0.42342342342342343	-0.01331665597091142	0.599485091782815	0.17270470578272323	1.0977508442270079	0.12118726941474692	0.9679841701939949	0.6534653465346535	0
3170	-3409.166032143715	-2626.0375675676232	-783.1284645760918	0.5982222222222222	0.588	0.90625	0.004434589800443459	1.0	1.0	0.06981981981981981	-0.013322347270455915	0.5985741683371231	0.1665528202556153	1.105619836936194	0.11495762307297257	0.9637198925813142	0.6336633663366337	0
3180	-3399.0755121026496	-2615.412934784801	-783.6625773178486	0.5591111111111111	0.572	0.46875	0.004434589800443459	1.0	1.0	0.3130630630630631	-0.015953209428567934	0.5989165004359756	0.17429074982783713	1.1082405722975648	0.11592718772829237	0.9729945614744271	0.6039603960396039	0
3190	-3390.605372475076	-2606.65787813935	-783.9474943357259	0.672	0.696	0.6316964285714286	0.0	1.0	1.0	0.7252252252252253	-0.016250402292139525	0.5985359900075221	0.17920737032547443	1.1163882469482562	0.12073586171715285	0.9785387517197627	0.6039603960396039	0
3200	-3385.07625271714	-2600.8049547128385	-784.2712980043015	0.7417777777777778	0.76	0.7767857142857143	0.0	1.0	1.0	0.9324324324324325	-0.01619917486644149	0.5990248345848678	0.18338726832259555	1.1195771894826836	0.118196241439726	0.9798333007281447	0.6039603960396039	0
3210	-3379.6080088711587	-2595.3944138785473	-784.2135949926117	0.7746666666666666	0.792	0.8883928571428571	0.0	1.0	1.0	0.9864864864864865	-0.016635298421993842	0.5986784920016212	0.18137064599986555	1.1234494556102803	0.12049769456774255	0.9785683330661652	0.6138613861386139	0
