416	1
Liometopum.occidentale	T
Manica.rubida	T
Megaponera.analis	N
Melophorus.bagoti	T
Meranoplus.mucronatus	T
Mesoponera.caffraria	T
Messor.aciculatus	{T:0.32,N:0.68}
Messor.aegyptiacus	{T:0.62,N:0.38}
Messor.arenarius	{T:0.36,N:0.64}
Messor.barbarus	N
Messor.bouvieri	{T:0.53,N:0.47}
Messor.capitatus	N
Messor.ebeninus	{T:0.61,N:0.39}
Messor.minor	{T:0.33,N:0.67}
Messor.structor	N
Messor.wasmanni	{T:0.51,N:0.49}
Metapone.madagascarica	N
Monomorium.floricola	T
Monomorium.minimum	T
Monomorium.pharaonis	T
Monomorium.rothsteini	T
Myopias.concava	{T:0.27,N:0.73}
Myopias.julivora	{T:0.17,N:0.83}
Myrmecia.pyriformis	T
Myrmecina.americana	{T:0.93,N:0.07}
Myrmecina.graminicola	{T:0.97,N:0.03}
Myrmecina.nipponica	T
Myrmecocystus.depilis	T
Myrmecocystus.mendax	T
Myrmecocystus.mexicanus	T
Myrmecocystus.mimicus	T
Myrmica.curvithorax	N
Myrmica.gallienii	N
Myrmica.incompleta	T
Myrmica.lobicornis	N
Myrmica.punctiventris	N
Myrmica.rubra	T
Myrmica.ruginodis	T
Myrmica.rugulosa	N
Myrmica.sabuleti	T
Myrmica.scabrinodis	T
Myrmica.schencki	N
Myrmica.specioides	N
Myrmicaria.brunnea	T
Myrmicaria.natalensis.eumenoides	T
Myrmicocrypta.ednaella	{T:0.11,N:0.89}
Myrmoteras.barbouri	T
Myrmoteras.iriodum	T
Myrmoteras.jaitrongi	T
Myrmoteras.toro	T
Neivamyrmex.nigrescens	{T:0.93,N:0.07}
Neivamyrmex.opacithorax	{T:0.85,N:0.15}
Neivamyrmex.texanus	{T:0.8,N:0.2}
Neoponera.apicalis	N
Neoponera.commutata	{T:0.63,N:0.37}
Neoponera.obscuricornis	{T:0.39,N:0.61}
Neoponera.verenae	T
Neoponera.villosa	N
Nesomyrmex.echinatinodis	T
Nesomyrmex.spininodis	T
Nomamyrmex.esenbeckii	{T:0.88,N:0.12}
Nothomyrmecia.macrops	N
Novomessor.cockerelli	{T:0.04,N:0.96}
Nylanderia.fulva	T
Ochetellus.glaber	T
Ocymyrmex.foreli	T
Odontomachus.affinis	T
Odontomachus.bauri	T
Odontomachus.brunneus	{T:0.58,N:0.42}
Odontomachus.chelifer	{T:0.2,N:0.8}
Odontomachus.clarus	{T:0.07,N:0.93}
Odontomachus.haematodus	T
Odontomachus.hastatus	T
Odontomachus.laticeps	{T:0.23,N:0.77}
Odontomachus.opaciventris	{T:0.53,N:0.47}
Odontomachus.troglodytes	{T:0.74,N:0.26}
Oecophylla.longinoda	T
Oecophylla.smaragdina	T
Onychomyrmex.hedleyi	{T:0.14,N:0.86}
Ooceraea.biroi	N
Ophthalmopone.berthoudi	N
Orectognathus.versicolor	T
Pachycondyla.harpax	{T:0.73,N:0.27}
Pachycondyla.striata	T
Paraponera.clavata	T
Paratrechina.longicornis	T
Pheidole.bicornis	T
Pheidole.dentata	T
Pheidole.fallax	T
Pheidole.megacephala	T
Pheidole.morrisii	T
Pheidole.pallidula	T
Pheidole.spadonia	T
Pheidole.specularis	T
Plagiolepis.pygmaea	T
Platythyrea.lamellosa	{T:0.06,N:0.94}
Platythyrea.modesta	N
Platythyrea.parallela	N
Platythyrea.punctata	N
Platythyrea.quadridenta	N
Platythyrea.schultzei	N
Platythyrea.tricuspidata	N
Pogonomyrmex.badius	N
Pogonomyrmex.barbatus	T
Pogonomyrmex.californicus	{T:0.53,N:0.47}
Pogonomyrmex.imberbiculus	{T:0.07,N:0.93}
Pogonomyrmex.maricopa	{T:0.64,N:0.36}
Pogonomyrmex.montanus	N
Pogonomyrmex.occidentalis	{T:0.84,N:0.16}
Pogonomyrmex.rugosus	{T:0.48,N:0.52}
Pogonomyrmex.subnitidus	{T:0.59,N:0.41}
Pogonomyrmex.texanus	{T:0.33,N:0.67}
Polyrhachis.arachne	T
Polyrhachis.dives	T
Polyrhachis.hodgsoni	T
Polyrhachis.laboriosa	T
Polyrhachis.loweryi	T
Polyrhachis.moesta	T
Ponera.coarctata	T
Ponera.exotica	{T:0.22,N:0.78}
Ponera.pennsylvanica	{T:0.14,N:0.86}
Ponera.testacea	{T:0.17,N:0.83}
Prenolepis.imparis	T
Prenolepis.nitens	T
Prionopelta.amabilis	N
Prionopelta.opaca	N
Pristomyrmex.punctatus	T
Proatta.butteli	T
Probolomyrmex.boliviensis	N
Probolomyrmex.dammermani	N
Probolomyrmex.longinodus	{T:0.01,N:0.99}
Proceratium.croceum	N
Proceratium.goliath	{T:0.19,N:0.81}
Proceratium.itoi	{T:0.14,N:0.86}
Proceratium.pergandei	N
Proceratium.silaceum	N
Proformica.epinotalis	T
Protanilla.lini	{T:0.16,N:0.84}
Pseudomyrmex.concolor	{T:0.45,N:0.55}
Pseudomyrmex.ejectus	T
Pseudomyrmex.elongatus	T
Pseudomyrmex.ferrugineus	T
Pseudomyrmex.gracilis	T
Pseudomyrmex.oculatus	T
Pseudomyrmex.pallidus	{T:0.35,N:0.65}
Pseudomyrmex.penetrator	T
Pseudomyrmex.peperi	T
Pseudomyrmex.satanicus	T
Pseudomyrmex.spinicola	T
Pseudomyrmex.tenuis	T
Pseudomyrmex.termitarius	T
Rhytidoponera.chalybaea	{T:0.09,N:0.91}
Rhytidoponera.mayri	N
Rhytidoponera.metallica	{T:0.04,N:0.96}
Solenopsis.fugax	T
Solenopsis.geminata	T
Solenopsis.invicta	T
Solenopsis.picta	{T:0.89,N:0.11}
Stenamma.brevicorne	{T:0.28,N:0.72}
Stenamma.debile	{T:0.26,N:0.74}
Stenamma.diecki	{T:0.48,N:0.52}
Stenamma.impar	{T:0.21,N:0.79}
Streblognathus.aethiopicus	N
Strumigenys.emarginata	{T:0.08,N:0.92}
Strumigenys.hexamera	{T:0.03,N:0.97}
Strumigenys.lewisi	T
Strumigenys.louisianae	T
Strumigenys.lujae	N
Strumigenys.membranifera	N
Strumigenys.rogeri	{T:0.03,N:0.97}
Strumigenys.rostrata	N
Strumigenys.serrula	{T:0.07,N:0.93}
Strumigenys.solifontis	{T:0.09,N:0.91}
Tapinoma.erraticum	T
Tapinoma.madeirense	T
Tapinoma.melanocephalum	T
Tapinoma.minutum	T
Tapinoma.nigerrimum	T
Tapinoma.sessile	T
Tapinoma.subboreale	T
Tatuidris.tatusia	N
Technomyrmex.albipes	T
Temnothorax.albipennis	T
Temnothorax.ambiguus	T
Temnothorax.andrei	{T:0.37,N:0.63}
Temnothorax.crassispinus	T
Temnothorax.curvispinosus	T
Temnothorax.interruptus	T
Temnothorax.longispinosus	T
Temnothorax.nigriceps	T
Temnothorax.nylanderi	T
Temnothorax.parvulus	T
Temnothorax.rugatulus	T
Temnothorax.tuberum	T
Temnothorax.unifasciatus	T
Tetramorium.alpestre	T
Tetramorium.bicarinatum	T
Tetramorium.caespitum	T
Tetramorium.impurum	T
Tetramorium.semilaeve	T
Tetramorium.simillimum	T
Tetramorium.tsushimae	T
Tetraponera.rufonigra	{T:0.9,N:0.1}
Thaumatomyrmex.atrox	N
Thaumatomyrmex.contumax	N
Typhlomyrmex.rogenhoferi	N
Wasmannia.auropunctata	T
Xenomyrmex.floridanus	T
