species	GamOvSt	sting	eat_sug_liq	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	colonySize	min_temp	max_temp	min_hum	max_hum
Pheidole.morrisii	0	0	1	-1.57636826276697	1.53656458730993	0.797067046469677	-0.153757136349687	0.38990874499635	1.18538289885371	0.49420428488115	2.32317747260324	-0.0615748791019133	-0.0126373210241644	-0.067296480266389	1	0.342307692307692	0.806666666666667	0.25030303030303	0.180568181818182
Pheidole.spadonia	0	0	1	-1.57767994552138	1.53824073420835	0.79901264394553	-0.1543562344293	0.391509336156303	1.19132643797087	0.496782879910003	2.33641058397756	-0.0619395090101653	-0.0127211548205946	-0.0677556074183387	1	0.634615384615385	0.8	0.0533333333333333	0.0536363636363636
Plagiolepis.pygmaea	1	0	1	2.08802148315361	0.409641811004513	0.163483012316007	0.671219693527097	0.149396488088324	-0.162951129819131	0.4886372404588	-0.0126270228033541	-0.0300396490886367	0.00322799838976875	0.0140926518179964	2	0.0615384615384615	0.836666666666667	0.0527272727272727	0.156931818181818
Platythyrea.punctata	2	1	0	-0.526385157589997	-2.52548634149577	0.499417758407407	0.059427459751131	-0.304707544312071	-0.097120690032688	-0.015282930616737	0.0984693340097147	0.844452663014263	2.09601725689305	-0.888861943098073	0	0.657692307692308	0.906666666666667	0.25030303030303	0.541022727272727
Platythyrea.schultzei	2	1	0	-0.524624329191267	-2.51433012320016	0.494286334397513	0.0584100052392423	-0.299176762877559	-0.0949071905309923	-0.0149181898827292	0.0958654642268313	0.82107388746002	2.0295339061208	-0.85969175524792	0	0.684615384615385	0.833333333333333	0.0860606060606061	0.125681818181818
Pogonomyrmex.badius	1	1	0	-0.96541990616817	0.74539775225021	-0.18419164752604	0.16103459651325	-0.448915858973893	-1.59860504146735	-0.611249638869847	0.0529866137286097	-0.162878410987318	0.116702713559966	0.53329904560946	1	0.592307692307692	0.83	0.283636363636364	0.186363636363636
Pogonomyrmex.barbatus	1	1	0	-0.958587590005937	0.738465383345293	-0.180309255703765	0.155540165115769	-0.43274615716465	-1.52764709843551	-0.5829593239411	0.0502966974400457	-0.154262994734634	0.109738188098712	0.5005062135897	2	0.123076923076923	0.95	0.0363636363636364	0.246590909090909
Polyrhachis.dives	1	0	1	2.77315736491004	0.608157557366087	0.67418427842437	-3.38830930166257	-0.65250500131881	0.112548923092495	-0.38898333543395	0.0097064666816863	0.0218449520316042	-0.00192803413077688	-0.00799289014891507	2	0.457692307692308	0.913333333333333	0.336060606060606	0.469772727272727
Polyrhachis.laboriosa	1	0	1	2.77315736491004	0.608157557366087	0.67418427842437	-3.38830930166257	-0.65250500131881	0.112548923092494	-0.388983335433953	0.00970646668168807	0.021844952031604	-0.00192803413077647	-0.0079928901489136	1	0.796153846153846	0.943333333333333	0.287272727272727	0.299545454545455
Polyrhachis.loweryi	1	0	1	2.77268339129958	0.6080212871431	0.673846182915323	-3.38559639896537	-0.65195457121763	0.112432943184453	-0.38856620226307	0.00969510254525253	0.0218183626022683	-0.00192540488741986	-0.0079816800930638	0	0.734615384615385	0.65	0.196666666666667	0.0770454545454545
